Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A162MZ74	Cluster: Stage V sporulation protein AB (SpoVAB)	A0A162MZ74; A0A2B0XSS3	Bacillus cereus; Bacillus anthracis	138	1396; 1392
UniRef100_A0A0M2VST1	Cluster: Stage V sporulation protein AB	A0A0M2VST1	Paenibacillus sp. DMB20	140	1642570
UniRef100_UPI000D0169EE	Cluster: stage V sporulation protein SpoVAB	UPI000D0169EE	Bacillus halotolerans	141	260554
UniRef100_UPI00119DB8DB	Cluster: stage V sporulation protein AB	UPI00119DB8DB	Bacillus safensis	138	561879
UniRef100_UPI00046909B1	Cluster: stage V sporulation protein AB	UPI00046909B1	Caldalkalibacillus mannanilyticus	142	1418
UniRef100_UPI000BF6C3AE	Cluster: stage V sporulation protein SpoVAB	UPI000BF6C3AE	Bacillus cereus	138	1396
UniRef100_UPI0018DCA4D4	Cluster: stage V sporulation protein AB	UPI0018DCA4D4	unclassified Thermoactinomyces	140	2634588
UniRef100_A0A1Q9JZV9	Cluster: Stage V sporulation protein AB	A0A1Q9JZV9	Roseburia sp. 499	141	1261634
UniRef100_UPI000D02B645	Cluster: stage V sporulation protein SpoVAB	UPI000D02B645	Bacillus wiedmannii	138	1890302
UniRef100_UPI001879F244	Cluster: stage V sporulation protein SpoVAB	UPI001879F244	Bacillus cereus	138	1396
UniRef100_E5WI75	Cluster: Uncharacterized protein	E5WI75; A0A1S1YLZ1	Bacillus sp. 2_A_57_CT2; Cytobacillus oceanisediminis	140	665959; 665099
UniRef100_A0A2C1MSV1	Cluster: Stage V sporulation protein AB	A0A2C1MSV1	Bacillus cereus	138	1396
UniRef100_A0A1L6ZU83	Cluster: Stage V sporulation protein AB	A0A1L6ZU83	Bacillus safensis	138	561879
UniRef100_UPI001A90A7A4	Cluster: stage V sporulation protein AB	UPI001A90A7A4	Bacillus sp. NTK074B	140	2802174
UniRef100_A0A2A8XLP9	Cluster: Stage V sporulation protein AB	A0A2A8XLP9	Bacillus cereus	138	1396
UniRef100_A0A0P7G5A2	Cluster: Stage V sporulation protein AB	A0A0P7G5A2	Bacillus australimaris	138	1326968
UniRef100_UPI00115C5C0A	Cluster: stage V sporulation protein AB	UPI00115C5C0A	Bacillus sp. SDF0016	138	2500156
UniRef100_A0A428N124	Cluster: Stage V sporulation protein AB	A0A428N124	Salibacterium salarium	140	284579
UniRef100_A0A2N5GRK7	Cluster: Stage V sporulation protein AB	A0A2N5GRK7	Bacillus canaveralius	140	1403243
UniRef100_A0A2A9BUR2	Cluster: Stage V sporulation protein AB	A0A2A9BUR2	Bacillus sp. es.034	140	1761763
UniRef100_A0A6I7ECD8	Cluster: Stage V sporulation protein SpoVAB	A0A6I7ECD8	Bacillus cereus	138	1396
UniRef100_A0A2B9DR52	Cluster: Stage V sporulation protein AB	A0A2B9DR52	Bacillus cereus	138	1396
UniRef100_A0A8F4VHF9	Cluster: Stage V sporulation protein SpoVAB	A0A8F4VHF9; G4NW39	Bacillus spizizenii (Bacillus subtilis subsp. spizizenii); Bacillus spizizenii (strain DSM 15029 / JCM 12233 / NBRC 101239 / NRRL B-23049 / TU-B-10) (Bacillus subtilis subsp. spizizenii)	141	96241; 1052585
UniRef100_A0A8G1JDE2	Cluster: Stage V sporulation protein AB	A0A8G1JDE2; A0A267XCC0	Bacillus pumilus (Bacillus mesentericus); Bacillus sp. 7788	138	1408; 2021692
UniRef100_A8FES7	Cluster: Stage V sporulation protein AB	A8FES7	Bacillus pumilus (strain SAFR-032)	138	315750
UniRef100_I3EA45	Cluster: Stage V sporulation protein AB	I3EA45	Bacillus methanolicus (strain MGA3 / ATCC 53907)	140	796606
UniRef100_A0A6I4ZU36	Cluster: Stage V sporulation protein AB	A0A6I4ZU36	Pontibacillus yanchengensis	138	462910
UniRef100_A0A398BKL2	Cluster: Stage V sporulation protein AB	A0A398BKL2	Peribacillus asahii	140	228899
UniRef100_A0A1E5LHP1	Cluster: Stage V sporulation protein AB	A0A1E5LHP1	Bacillus solimangrovi	140	1305675
UniRef100_UPI000667EABC	Cluster: stage V sporulation protein SpoVAB	UPI000667EABC	Bacillus cereus group	138	86661
UniRef100_A0A1G4L3W8	Cluster: Stage V sporulation protein AB	A0A1G4L3W8; A0A2B4NYZ6	Bacillus cereus; Bacillus sp. AFS075960	138	1396; 2034282
UniRef100_UPI000909CD17	Cluster: stage V sporulation protein SpoVAB	UPI000909CD17	Bacillus	141	1386
UniRef100_A0A1B2DVY1	Cluster: Stage V sporulation protein AB	A0A1B2DVY1	Paenibacillus ihbetae	141	1870820
UniRef100_A0A1G8BX59	Cluster: Stage V sporulation protein AB	A0A1G8BX59	Alteribacillus bidgolensis	140	930129
UniRef100_A0A7V7HF54	Cluster: Stage V sporulation protein AB	A0A7V7HF54	Bacillus sp. SH5-2	138	2217834
UniRef100_UPI001B8302D7	Cluster: stage V sporulation protein AB	UPI001B8302D7	Bacillus pumilus (Bacillus mesentericus)	138	1408
UniRef100_A0A6H0WME7	Cluster: Stage V sporulation protein SpoVAB	A0A6H0WME7	Bacillus tequilensis	141	227866
UniRef100_UPI00042E22C4	Cluster: stage V sporulation protein AB	UPI00042E22C4	Bacillus	138	1386
UniRef100_UPI0004182836	Cluster: stage V sporulation protein AB	UPI0004182836	Tuberibacillus calidus	140	340097
UniRef100_UPI00158A1A13	Cluster: stage V sporulation protein AB	UPI00158A1A13	Bacillus sp. Marseille-Q1617	140	2736887
UniRef100_A0A2A8M417	Cluster: Stage V sporulation protein AB	A0A2A8M417; A0A8E2G9R3; A0A7X2JK72; A0A5C1FJH5; A0A679GNI6; A0A193CWW8	Bacillus cereus; Bacillus sp. HMSC036E02; Bacillus thuringiensis; Bacillus sp. JAS24-2; Bacillus wiedmannii; Bacillus thuringiensis serovar coreanensis	138	1396; 1715069; 1428; 2217832; 1890302; 180843
UniRef100_UPI000650A4CE	Cluster: stage V sporulation protein AB	UPI000650A4CE	Bacillus	138	1386
UniRef100_A0A0M0GKF2	Cluster: Stage V sporulation protein AB	A0A0M0GKF2	Sporosarcina globispora (Bacillus globisporus)	140	1459
UniRef100_D3E7E2	Cluster: Stage V sporulation protein AB	D3E7E2	Geobacillus sp. (strain Y412MC10)	142	481743
UniRef100_UPI00034D7EFE	Cluster: stage V sporulation protein SpoVAB	UPI00034D7EFE	Bacillus subtilis	141	1423
UniRef100_UPI000B4AE545	Cluster: stage V sporulation protein SpoVAB	UPI000B4AE545	Bacillus mycoides	138	1405
UniRef100_UPI001C11B694	Cluster: stage V sporulation protein AB	UPI001C11B694	Roseburia sp. MSJ-14	141	2841514
UniRef100_UPI001CD5C83F	Cluster: stage V sporulation protein AB	UPI001CD5C83F	Bacillus pumilus (Bacillus mesentericus)	138	1408
UniRef100_A0A2G6QJT8	Cluster: Stage V sporulation protein AB	A0A2G6QJT8	Bacillus fungorum	138	2039284
UniRef100_UPI0003A489D5	Cluster: stage V sporulation protein SpoVAB	UPI0003A489D5	Bacillus cereus group	138	86661
UniRef100_G4HF35	Cluster: Stage V sporulation protein AB	G4HF35	Paenibacillus lactis 154	142	743719
UniRef100_A0A243P1H1	Cluster: Stage V sporulation protein AB	A0A243P1H1	Bacillus thuringiensis subsp. medellin	138	79672
UniRef100_UPI00059DBE1A	Cluster: stage V sporulation protein SpoVAB	UPI00059DBE1A	Bacillus	141	1386
UniRef100_UPI0018745292	Cluster: stage V sporulation protein SpoVAB	UPI0018745292	Bacillus thuringiensis	138	1428
UniRef100_A0A3S0I967	Cluster: Stage V sporulation protein AB	A0A3S0I967	Bacillus yapensis	140	2492960
UniRef100_A0A6H0TCC4	Cluster: Stage V sporulation protein SpoVAB	A0A6H0TCC4	Bacillus thuringiensis serovar andalousiensis	138	257985
UniRef100_I3DWX1	Cluster: Stage V sporulation protein AB	I3DWX1	Bacillus methanolicus PB1	140	997296
UniRef100_A0A1H7TM96	Cluster: Stage V sporulation protein AB	A0A1H7TM96	Paenibacillus sp. cl141a	142	1761877
UniRef100_UPI000AAF1460	Cluster: stage V sporulation protein AB	UPI000AAF1460	Bacillus massiliglaciei	140	1816693
UniRef100_UPI001919E24C	Cluster: stage V sporulation protein AB	UPI001919E24C	Rossellomorea arthrocnemi	140	2769542
UniRef100_UPI000BECD823	Cluster: stage V sporulation protein SpoVAB	UPI000BECD823	Bacillus cereus group	138	86661
UniRef100_UPI001010C410	Cluster: stage V sporulation protein SpoVAB	UPI001010C410	Bacillus	141	1386
UniRef100_A0A2A8V584	Cluster: Stage V sporulation protein AB	A0A2A8V584	Bacillus sp. AFS015802	140	2033486
UniRef100_A0A2B0E036	Cluster: Stage V sporulation protein AB	A0A2B0E036	Bacillus thuringiensis	138	1428
UniRef100_A0A0H1RSJ3	Cluster: Stage V sporulation protein AB	A0A0H1RSJ3; A0A0B4S9H6	Bacillus pumilus (Bacillus mesentericus); Bacillus sp. WP8	138	1408; 756828
UniRef100_UPI00077C4662	Cluster: stage V sporulation protein AB	UPI00077C4662	Rossellomorea vietnamensis	140	218284
UniRef100_UPI00071764DE	Cluster: stage V sporulation protein AB	UPI00071764DE	Bacillus pumilus (Bacillus mesentericus)	138	1408
UniRef100_A0A264Z0P0	Cluster: Stage V sporulation protein AB	A0A264Z0P0; A0A4R4J9M3	Priestia aryabhattai; Bacillus sp. CBEL-1	140	412384; 2502980
UniRef100_UPI00105CA589	Cluster: stage V sporulation protein AB	UPI00105CA589	Bacillus sp. BK450	138	2512182
UniRef100_UPI0011A4C027	Cluster: stage V sporulation protein AB	UPI0011A4C027	Paenibacillus ihbetae	142	1870820
UniRef100_UPI001C9AAEF3	Cluster: stage V sporulation protein AB	UPI001C9AAEF3	Virgibacillus sp. NKC19-3	142	2831674
UniRef100_UPI000E3E637E	Cluster: stage V sporulation protein AB	UPI000E3E637E	Paraliobacillus quinghaiensis	139	470815
UniRef100_A0A2A8S1A4	Cluster: Stage V sporulation protein AB	A0A2A8S1A4	Bacillus cereus	138	1396
UniRef100_UPI001ABED231	Cluster: stage V sporulation protein AB	UPI001ABED231	Bacillus subtilis	141	1423
UniRef100_A0A268IIV9	Cluster: Stage V sporulation protein AB	A0A268IIV9	Bacillus sp. 7504-2	140	2022547
UniRef100_UPI000BF61996	Cluster: stage V sporulation protein SpoVAB	UPI000BF61996	Bacillus thuringiensis	138	1428
UniRef100_G9QPD2	Cluster: Uncharacterized protein	G9QPD2; A0A0H4PID9	Bacillus smithii 7_3_47FAA; Bacillus smithii	139	665952; 1479
UniRef100_A0A1B1N6X9	Cluster: Stage V sporulation protein AB	A0A1B1N6X9	Paenibacillus yonginensis	139	1462996
UniRef100_UPI001787D39C	Cluster: stage V sporulation protein AB	UPI001787D39C	Paenibacillus	142	44249
UniRef100_A0A6I6UL97	Cluster: Stage V sporulation protein AB	A0A6I6UL97	Rossellomorea vietnamensis	140	218284
UniRef100_A0A168M4V4	Cluster: Stage V sporulation protein AB	A0A168M4V4; UPI0011AB41C2	Paenibacillus glacialis	140	494026
UniRef100_A0A417YFJ8	Cluster: Stage V sporulation protein AB	A0A417YFJ8	Oceanobacillus profundus	142	372463
UniRef100_A0A857HIQ0	Cluster: V sporulation protein AB	A0A857HIQ0	Bacillus subtilis	141	1423
UniRef100_A0A7V6QSD1	Cluster: Stage V sporulation protein AB	A0A7V6QSD1	Bacillales bacterium	144	1904864
UniRef100_UPI0012474E0D	Cluster: stage V sporulation protein AB	UPI0012474E0D	Bacillus methanolicus	140	1471
UniRef100_V9G4C7	Cluster: Stage V sporulation protein AB	V9G4C7; UPI00055F535C	Paenibacillus sp. JCM 10914	141	1236974
UniRef100_A0A3R9PNA4	Cluster: Stage V sporulation protein AB	A0A3R9PNA4	Salibacterium salarium	140	284579
UniRef100_UPI001C97D095	Cluster: stage V sporulation protein AB	UPI001C97D095	Cytobacillus firmus (Bacillus firmus)	140	1399
UniRef100_A0A2T0LD39	Cluster: Stage V sporulation protein AB	A0A2T0LD39	Planifilum fimeticola	137	201975
UniRef100_UPI000B53724F	Cluster: stage V sporulation protein SpoVAB	UPI000B53724F	Bacillus intestinalis	141	1963032
UniRef100_UPI000BFEA99E	Cluster: stage V sporulation protein SpoVAB	UPI000BFEA99E	Bacillus cereus	138	1396
UniRef100_A0A1S2EW69	Cluster: Stage V sporulation protein AB	A0A1S2EW69	Paenibacillus sp. LC231	142	1120679
UniRef100_UPI001C8D490E	Cluster: stage V sporulation protein AB	UPI001C8D490E	Bacillus sp. S/N-304-OC-R1	141	2758034
UniRef100_UPI000BFD536C	Cluster: stage V sporulation protein SpoVAB	UPI000BFD536C	Bacillus wiedmannii	138	1890302
UniRef100_UPI0018CCBE31	Cluster: stage V sporulation protein AB	UPI0018CCBE31	Cytobacillus firmus (Bacillus firmus)	140	1399
UniRef100_A0A1R1B8W3	Cluster: Stage V sporulation protein AB	A0A1R1B8W3	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_UPI001A8C6B38	Cluster: stage V sporulation protein AB	UPI001A8C6B38	Bacillus sp. NTK034	140	2802176
UniRef100_A0A2A5LQM9	Cluster: Stage V sporulation protein AB	A0A2A5LQM9	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_A0A2M9NXC9	Cluster: Stage V sporulation protein AB	A0A2M9NXC9	Bacillus sp. mrc49	140	2054913
UniRef100_UPI001BDEA7C0	Cluster: stage V sporulation protein AB	UPI001BDEA7C0	Bacillus sp. SM2101	141	2805366
UniRef100_A0A5D4TG49	Cluster: Stage V sporulation protein AB	A0A5D4TG49	Sutcliffiella horikoshii	140	79883
UniRef100_UPI00192C7FF0	Cluster: stage V sporulation protein AB	UPI00192C7FF0	Neobacillus paridis	140	2803862
UniRef100_A0A4U1DCI0	Cluster: Stage V sporulation protein AB	A0A4U1DCI0	Robertmurraya kyonggiensis	140	1037680
UniRef100_A0A165Q9X8	Cluster: Stage V sporulation protein AB	A0A165Q9X8	Paenibacillus elgii	141	189691
UniRef100_A0A433HDY2	Cluster: Stage V sporulation protein AB	A0A433HDY2	Peribacillus cavernae	140	1674310
UniRef100_A0A1B3XQV1	Cluster: Stage V sporulation protein AB	A0A1B3XQV1	Peribacillus muralis	140	264697
UniRef100_A0A2T6G383	Cluster: Stage V sporulation protein AB	A0A2T6G383	Paenibacillus elgii	141	189691
UniRef100_A0A328WG82	Cluster: Stage V sporulation protein AB	A0A328WG82	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_A0A521B293	Cluster: Stage V sporulation protein AB	A0A521B293	Melghirimyces algeriensis	141	910412
UniRef100_UPI001BC94071	Cluster: stage V sporulation protein AB	UPI001BC94071	Bacillus sp. FJAT-49711	141	2833585
UniRef100_UPI0012921F40	Cluster: stage V sporulation protein AB	UPI0012921F40	Bacillus tepidiphilus	140	2652445
UniRef100_A0A168PQA6	Cluster: Stage V sporulation protein AB	A0A168PQA6	Paenibacillus antarcticus	140	253703
UniRef100_A0A2B4J4X5	Cluster: Stage V sporulation protein AB	A0A2B4J4X5; A0A243ECW3	Bacillus thuringiensis; Bacillus thuringiensis serovar toumanoffi	138	1428; 180862
UniRef100_A0A2T6ES44	Cluster: Stage V sporulation protein AB	A0A2T6ES44; UPI000D39A054	Heyndrickxia sporothermodurans	141	46224
UniRef100_UPI0004787838	Cluster: stage V sporulation protein AB	UPI0004787838	Bacillus sp. J33	140	935836
UniRef100_UPI000BF8F1BD	Cluster: stage V sporulation protein AB	UPI000BF8F1BD	Paenibacillus sp. EZ-K15	142	2044275
UniRef100_A0A3G6UPX8	Cluster: Stage V sporulation protein AB	A0A3G6UPX8	Bacillus sp. FJAT-42376	140	2014076
UniRef100_F3MI32	Cluster: Stage V sporulation protein AB	F3MI32	Paenibacillus sp. HGF5	142	908341
UniRef100_UPI0013181852	Cluster: stage V sporulation protein AB	UPI0013181852	Anoxybacillus	144	150247
UniRef100_A0A120GMT5	Cluster: Stage V sporulation protein AB	A0A120GMT5	Peribacillus simplex	140	1478
UniRef100_A0A1C3SF95	Cluster: SpoVAB	A0A1C3SF95	Bacillus glycinifermentans	140	1664069
UniRef100_A0A3R6RB50	Cluster: Stage V sporulation protein AB	A0A3R6RB50	Clostridium sp. AF19-22AC	138	2292204
UniRef100_W1STC3	Cluster: Stage V sporulation protein AB	W1STC3	Neobacillus vireti LMG 21834	141	1131730
UniRef100_A0A150LC70	Cluster: Uncharacterized protein	A0A150LC70	Heyndrickxia sporothermodurans	139	46224
UniRef100_A0A2I0QX37	Cluster: Stage V sporulation protein AB	A0A2I0QX37	Halalkalibacillus sediminis	139	2018042
UniRef100_UPI000BF78BB2	Cluster: stage V sporulation protein SpoVAB	UPI000BF78BB2	Bacillus cereus	138	1396
UniRef100_UPI00145DB760	Cluster: stage V sporulation protein AB	UPI00145DB760	Bacillaceae	140	186817
UniRef100_A0A2B2SW23	Cluster: Stage V sporulation protein AB	A0A2B2SW23; A0A6I7XM61	Bacillus cereus; Bacillus sp. SH7-1	138	1396; 2217818
UniRef100_UPI0011A28B63	Cluster: stage V sporulation protein AB	UPI0011A28B63	Priestia megaterium (Bacillus megaterium)	140	1404
UniRef100_UPI001B205A25	Cluster: stage V sporulation protein AB	UPI001B205A25	Paenibacillus	141	44249
UniRef100_A0A243KAN5	Cluster: Stage V sporulation protein AB	A0A243KAN5	Bacillus thuringiensis serovar argentinensis	138	180880
UniRef100_UPI000470A1B3	Cluster: stage V sporulation protein AB	UPI000470A1B3	Paenibacillus ehimensis	141	79264
UniRef100_C2ZCB3	Cluster: Stage V sporulation protein AB	C2ZCB3; R8P0K3	Bacillus cereus AH1272; Bacillus cereus VDM053	132	526993; 1053249
UniRef100_A0A4R1B3P5	Cluster: Stage V sporulation protein AB	A0A4R1B3P5	Cytobacillus praedii	132	1742358
UniRef100_UPI001BC8EE2D	Cluster: stage V sporulation protein AB	UPI001BC8EE2D	Bacillus sp. FJAT-49736	139	2833582
UniRef100_A0A5P9HN39	Cluster: Uncharacterized protein	A0A5P9HN39; UPI0012696025	Bacillus sp. THAF10	141	2587848
UniRef100_A0A2N5H5N6	Cluster: Stage V sporulation protein AB	A0A2N5H5N6	Bacillus sp. T33-2	140	2054168
UniRef100_UPI0004790416	Cluster: stage V sporulation protein AB	UPI0004790416	Peribacillus kribbensis	140	356658
UniRef100_UPI001BED0492	Cluster: stage V sporulation protein AB	UPI001BED0492	Bacteria	140	2
UniRef100_A0A1I3Q5A4	Cluster: Stage V sporulation protein AB	A0A1I3Q5A4	Thermoflavimicrobium dichotomicum	140	46223
UniRef100_UPI0001E89621	Cluster: stage V sporulation protein AB	UPI0001E89621	Bacillus sp. m3-13	140	406124
UniRef100_A0A1U6JTS5	Cluster: Stage V sporulation protein AB	A0A1U6JTS5	Bacillus sp. V-88	140	1938744
UniRef100_A0A1V3G508	Cluster: Stage V sporulation protein AB	A0A1V3G508	Fictibacillus arsenicus	140	255247
UniRef100_A0A3N5C0W8	Cluster: Stage V sporulation protein AB	A0A3N5C0W8	Aquisalibacillus elongatus	139	485577
UniRef100_UPI0004B5EF8E	Cluster: stage V sporulation protein AB	UPI0004B5EF8E	Gorillibacterium massiliense	141	1280390
UniRef100_UPI00031425C3	Cluster: stage V sporulation protein SpoVAB	UPI00031425C3	Bacillus	138	1386
UniRef100_UPI00188C11B8	Cluster: stage V sporulation protein AB	UPI00188C11B8	Paenibacillus	142	44249
UniRef100_UPI0013D220FC	Cluster: stage V sporulation protein AB	UPI0013D220FC	Paenibacillus elgii	141	189691
UniRef100_A0A366F0L1	Cluster: Stage V sporulation protein AB	A0A366F0L1	Rossellomorea aquimaris	140	189382
UniRef100_A0A7M2AZ76	Cluster: Stage V sporulation protein AB	A0A7M2AZ76	Brevibacillus sp. JNUCC-41	140	2778370
UniRef100_UPI000C837203	Cluster: stage V sporulation protein AB	UPI000C837203	Bacillus massiliigabonensis	132	1871011
UniRef100_UPI001157C8AC	Cluster: stage V sporulation protein AB	UPI001157C8AC	Melghirimyces algeriensis	151	910412
UniRef100_U1WUM6	Cluster: Putative stage V sporulation protein AB	U1WUM6	Aneurinibacillus aneurinilyticus ATCC 12856	138	649747
UniRef100_UPI000FDBCB1A	Cluster: stage V sporulation protein AB	UPI000FDBCB1A	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_A0A2M9MWY8	Cluster: Uncharacterized protein	A0A2M9MWY8; UPI000C27B9B0	Paenibacillus sp. GM2FR	141	2059268
UniRef100_UPI000776685F	Cluster: stage V sporulation protein AB	UPI000776685F	Bacillus	138	1386
UniRef100_A0A7X8MY87	Cluster: Stage V sporulation protein AB	A0A7X8MY87; A0A5D4SYM2	Bacillus sp. RO1; Sutcliffiella horikoshii	140	2722703; 79883
UniRef100_A0A5B8Z6F9	Cluster: Stage V sporulation protein AB	A0A5B8Z6F9	Bacillus dafuensis	141	1742359
UniRef100_A0A6B3VZ79	Cluster: Stage V sporulation protein AB	A0A6B3VZ79	Bacillus aquiflavi	140	2672567
UniRef100_A0A1N6S0L7	Cluster: Stage V sporulation protein AB	A0A1N6S0L7; UPI0009707F0E	Peribacillus simplex	141	1478
UniRef100_UPI00145E0A1A	Cluster: stage V sporulation protein AB	UPI00145E0A1A	Bacillus sp. RO2	140	2723913
UniRef100_A0A2N0ZCY7	Cluster: Stage V sporulation protein AB	A0A2N0ZCY7	Cytobacillus horneckiae	140	549687
UniRef100_A0A2A8Z5D5	Cluster: Stage V sporulation protein AB	A0A2A8Z5D5	Bacillus cereus	138	1396
UniRef100_A0A8E1SRY0	Cluster: Stage V sporulation protein AB	A0A8E1SRY0; UPI00048CB941	Peribacillus huizhouensis; Bacillaceae	150	1501239; 186817
UniRef100_UPI0005CB1F8A	Cluster: stage V sporulation protein AB	UPI0005CB1F8A	Rossellomorea aquimaris	140	189382
UniRef100_UPI001574C155	Cluster: stage V sporulation protein AB	UPI001574C155	unclassified Bacillus (in: Bacteria)	138	185979
UniRef100_A0A072NIK2	Cluster: Stage V sporulation protein AB	A0A072NIK2	Schinkia azotoformans MEV2011	144	1348973
UniRef100_A0A7V8GGT0	Cluster: Stage V sporulation protein AB	A0A7V8GGT0	Bacillus sp. SKDU12	141	1337053
UniRef100_K6DQN2	Cluster: Stage V sporulation protein AB	K6DQN2	Schinkia azotoformans LMG 9581	144	1131731
UniRef100_A0A268IQG8	Cluster: Stage V sporulation protein AB	A0A268IQG8	Bacillus sp. 7894-2	140	2021695
UniRef100_A0A1S2BZK0	Cluster: Stage V sporulation protein AB	A0A1S2BZK0	Priestia aryabhattai	140	412384
UniRef100_A0A7W1XAP1	Cluster: Stage V sporulation protein AB	A0A7W1XAP1	Thermoactinomyces daqus	140	1329516
UniRef100_A0A559KHE9	Cluster: Stage V sporulation protein AB	A0A559KHE9; UPI00164403E9	Paenibacillus sp. JC52	141	2163881
UniRef100_UPI0011094467	Cluster: stage V sporulation protein AB	UPI0011094467	Paenibacillus pinistramenti	143	1768003
UniRef100_UPI000D3EC9EE	Cluster: stage V sporulation protein AB	UPI000D3EC9EE	Peribacillus acanthi	140	2171554
UniRef100_A0A0J5WDW5	Cluster: Stage V sporulation protein AB	A0A0J5WDW5	Cytobacillus firmus (Bacillus firmus)	140	1399
UniRef100_UPI0009459C32	Cluster: stage V sporulation protein SpoVAB	UPI0009459C32	Bacillus cereus	138	1396
UniRef100_A0A8A1QI95	Cluster: Stage V sporulation protein AB	A0A8A1QI95	Pontibacillus sp. ALD_SL1	134	2777185
UniRef100_A0A5S4Z6G8	Cluster: Stage V sporulation protein AB	A0A5S4Z6G8	Rossellomorea marisflavi	140	189381
UniRef100_UPI00140C1692	Cluster: stage V sporulation protein AB	UPI00140C1692	Bacillus sp. C11	140	1178594
UniRef100_A0A2N1K3M1	Cluster: Stage V sporulation protein AB	A0A2N1K3M1	Bacillus sp. SN10	138	2056493
UniRef100_UPI001CFA5BE1	Cluster: stage V sporulation protein AB	UPI001CFA5BE1	Fictibacillus halophilus	140	1610490
UniRef100_UPI00195C3690	Cluster: stage V sporulation protein AB	UPI00195C3690	Bacillus ectoiniformans	141	1494429
UniRef100_UPI000991F001	Cluster: stage V sporulation protein AB	UPI000991F001	Bacillus mycoides	138	1405
UniRef100_UPI0013E3EA24	Cluster: stage V sporulation protein AB	UPI0013E3EA24	Peribacillus asahii	140	228899
UniRef100_A0A2A8RC56	Cluster: Stage V sporulation protein AB	A0A2A8RC56	Bacillus cereus	138	1396
UniRef100_A0A0E1MES1	Cluster: Stage V sporulation protein AB	A0A0E1MES1; A0A1J9YR77; A0A4U1DJ79; A0A506QGI4; A0A5C5ARV4; Q731M8; B9IWT3; J8GZZ0; A0A0S3C1J2; A0A0F5RSR7; A0A243GEK4; B7HN48; A0A2S9XM03; A0A3G5UDV6	Bacillus cereus; Bacillus pacificus; Bacillus paranthracis; Bacillus sp.; Bacillus sp. CD3-5; Bacillus cereus (strain ATCC 10987 / NRS 248); Bacillus cereus (strain Q1); Bacillus cereus MSX-D12; Bacillus thuringiensis; Bacillus sp. UMTAT18	138	1396; 2026187; 2026186; 1409; 2587157; 222523; 361100; 1053222; 1428; 1565146; 29337; 405534; 1155617; 2576356
UniRef100_A0A0B5NQM4	Cluster: Stage V sporulation protein SpoVAB	A0A0B5NQM4; Q635L1; B7JL49	Bacillus thuringiensis; Bacillus cereus (strain ZK / E33L); Bacillus cereus (strain AH820)	138	1428; 288681; 405535
UniRef100_A0A7W8IN07	Cluster: Stage V sporulation protein AB	A0A7W8IN07; UPI0016059461	Anoxybacillus tepidamans	144	265948
UniRef100_A0A1T2PWC2	Cluster: Stage V sporulation protein AB	A0A1T2PWC2	Bacillus cereus	138	1396
UniRef100_UPI00115D7C0E	Cluster: stage V sporulation protein AB	UPI00115D7C0E	Bacillus licheniformis	141	1402
UniRef100_UPI000D0EAC31	Cluster: stage V sporulation protein AB	UPI000D0EAC31	Paenibacillus faecalis	142	2079532
UniRef100_A0A5D4TTQ8	Cluster: Stage V sporulation protein AB	A0A5D4TTQ8	Rossellomorea aquimaris	140	189382
UniRef100_A0A8I1KMI8	Cluster: Stage V sporulation protein SpoVAB	A0A8I1KMI8	Bacillus cereus group sp. N18	138	2794590
UniRef100_A0A1Q9Q0N4	Cluster: Stage V sporulation protein AB	A0A1Q9Q0N4	Bacillus sp. MRMR6	140	1928617
UniRef100_A0A848CLR7	Cluster: Stage V sporulation protein AB	A0A848CLR7	Aneurinibacillus aneurinilyticus (Bacillus aneurinolyticus)	138	1391
UniRef100_UPI001B05DFE6	Cluster: stage V sporulation protein AB	UPI001B05DFE6	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_A0A1X7HJ24	Cluster: Stage V sporulation protein AB	A0A1X7HJ24	Paenibacillus uliginis N3/975	141	1313296
UniRef100_D5DL77	Cluster: Stage V sporulation protein AB	D5DL77; A0A1Q8V0F5; A0A2C5GYG3; A0A806TTS4; A0A8D3WVI6; A0A0Q6GWV8; A0A0Q9HXJ0	Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium); Priestia megaterium (Bacillus megaterium); Priestia aryabhattai; Priestia megaterium Q3; Priestia megaterium (strain WSH-002) (Bacillus megaterium); Bacillus sp. Leaf75; Bacillus sp. Root239	141	592022; 1404; 412384; 1452722; 1006007; 1736235; 1736499
UniRef100_UPI000FF8C335	Cluster: stage V sporulation protein SpoVAB	UPI000FF8C335	Bacillus subtilis	141	1423
UniRef100_A0A385TRT1	Cluster: Stage V sporulation protein AB	A0A385TRT1	Paenibacillus lautus (Bacillus lautus)	142	1401
UniRef100_UPI00094D9D4F	Cluster: stage V sporulation protein SpoVAB	UPI00094D9D4F	Bacillus	138	1386
UniRef100_UPI000BF9F3F0	Cluster: stage V sporulation protein SpoVAB	UPI000BF9F3F0	Bacillus toyonensis	138	155322
