id,name,RepID,species,len,Tax
UniRef100_UPI000BF78BB2/2-137,Cluster: stage V sporulation protein SpoVAB,UPI000BF78BB2,Bacillus cereus,138,1396
UniRef100_UPI00145DB760/1-138,Cluster: stage V sporulation protein AB,UPI00145DB760,Bacillaceae,140,186817
UniRef100_A0A2B2SW23/5-137,Cluster: Stage V sporulation protein AB,A0A2B2SW23,Bacillus cereus,138,1396
UniRef100_UPI0011A28B63/1-139,Cluster: stage V sporulation protein AB,UPI0011A28B63,Priestia megaterium (Bacillus megaterium),140,1404
UniRef100_UPI001B205A25/6-139,Cluster: stage V sporulation protein AB,UPI001B205A25,Paenibacillus,141,44249
UniRef100_A0A243KAN5/2-137,Cluster: Stage V sporulation protein AB,A0A243KAN5,Bacillus thuringiensis serovar argentinensis,138,180880
UniRef100_UPI000470A1B3/5-137,Cluster: stage V sporulation protein AB,UPI000470A1B3,Paenibacillus ehimensis,141,79264
UniRef100_C2ZCB3/1-131,Cluster: Stage V sporulation protein AB,C2ZCB3,Bacillus cereus AH1272,132,526993
UniRef100_A0A4R1B3P5/1-131,Cluster: Stage V sporulation protein AB,A0A4R1B3P5,Cytobacillus praedii,132,1742358
UniRef100_UPI001BC8EE2D/2-138,Cluster: stage V sporulation protein AB,UPI001BC8EE2D,Bacillus sp. FJAT-49736,139,2833582
UniRef100_A0A5P9HN39/2-140,Cluster: Uncharacterized protein,A0A5P9HN39,Bacillus sp. THAF10,141,2587848
UniRef100_A0A2N5H5N6/1-139,Cluster: Stage V sporulation protein AB,A0A2N5H5N6,Bacillus sp. T33-2,140,2054168
UniRef100_UPI0004790416/1-139,Cluster: stage V sporulation protein AB,UPI0004790416,Peribacillus kribbensis,140,356658
UniRef100_UPI001BED0492/1-139,Cluster: stage V sporulation protein AB,UPI001BED0492,Bacteria,140,2
UniRef100_A0A1I3Q5A4/1-137,Cluster: Stage V sporulation protein AB,A0A1I3Q5A4,Thermoflavimicrobium dichotomicum,140,46223
UniRef100_UPI0001E89621/1-139,Cluster: stage V sporulation protein AB,UPI0001E89621,Bacillus sp. m3-13,140,406124
UniRef100_A0A1U6JTS5/1-138,Cluster: Stage V sporulation protein AB,A0A1U6JTS5,Bacillus sp. V-88,140,1938744
UniRef100_A0A1V3G508/1-139,Cluster: Stage V sporulation protein AB,A0A1V3G508,Fictibacillus arsenicus,140,255247
UniRef100_A0A3N5C0W8/1-138,Cluster: Stage V sporulation protein AB,A0A3N5C0W8,Aquisalibacillus elongatus,139,485577
UniRef100_UPI0004B5EF8E/5-138,Cluster: stage V sporulation protein AB,UPI0004B5EF8E,Gorillibacterium massiliense,141,1280390
UniRef100_UPI00031425C3/2-137,Cluster: stage V sporulation protein SpoVAB,UPI00031425C3,Bacillus,138,1386
UniRef100_UPI00188C11B8/6-140,Cluster: stage V sporulation protein AB,UPI00188C11B8,Paenibacillus,142,44249
UniRef100_UPI0013D220FC/7-137,Cluster: stage V sporulation protein AB,UPI0013D220FC,Paenibacillus elgii,141,189691
UniRef100_A0A366F0L1/1-138,Cluster: Stage V sporulation protein AB,A0A366F0L1,Rossellomorea aquimaris,140,189382
UniRef100_A0A7M2AZ76/3-138,Cluster: Stage V sporulation protein AB,A0A7M2AZ76,Brevibacillus sp. JNUCC-41,140,2778370
UniRef100_UPI000C837203/1-131,Cluster: stage V sporulation protein AB,UPI000C837203,Bacillus massiliigabonensis,132,1871011
UniRef100_UPI001157C8AC/14-149,Cluster: stage V sporulation protein AB,UPI001157C8AC,Melghirimyces algeriensis,151,910412
UniRef100_U1WUM6/2-137,Cluster: Putative stage V sporulation protein AB,U1WUM6,Aneurinibacillus aneurinilyticus ATCC 12856,138,649747
UniRef100_UPI000FDBCB1A/6-140,Cluster: stage V sporulation protein AB,UPI000FDBCB1A,Paenibacillus lautus (Bacillus lautus),142,1401
UniRef100_A0A2M9MWY8/5-139,Cluster: Uncharacterized protein,A0A2M9MWY8,Paenibacillus sp. GM2FR,141,2059268
UniRef100_UPI000776685F/1-138,Cluster: stage V sporulation protein AB,UPI000776685F,Bacillus,138,1386
UniRef100_A0A7X8MY87/1-139,Cluster: Stage V sporulation protein AB,A0A7X8MY87,Bacillus sp. RO1,140,2722703
UniRef100_A0A5B8Z6F9/4-140,Cluster: Stage V sporulation protein AB,A0A5B8Z6F9,Bacillus dafuensis,141,1742359
UniRef100_A0A6B3VZ79/1-138,Cluster: Stage V sporulation protein AB,A0A6B3VZ79,Bacillus aquiflavi,140,2672567
UniRef100_A0A1N6S0L7/4-139,Cluster: Stage V sporulation protein AB,A0A1N6S0L7,Peribacillus simplex,141,1478
UniRef100_UPI00145E0A1A/1-139,Cluster: stage V sporulation protein AB,UPI00145E0A1A,Bacillus sp. RO2,140,2723913
UniRef100_A0A2N0ZCY7/1-138,Cluster: Stage V sporulation protein AB,A0A2N0ZCY7,Cytobacillus horneckiae,140,549687
UniRef100_A0A2A8Z5D5/4-137,Cluster: Stage V sporulation protein AB,A0A2A8Z5D5,Bacillus cereus,138,1396
UniRef100_A0A8E1SRY0/14-149,Cluster: Stage V sporulation protein AB,A0A8E1SRY0,Peribacillus huizhouensis,150,1501239
UniRef100_UPI0005CB1F8A/1-138,Cluster: stage V sporulation protein AB,UPI0005CB1F8A,Rossellomorea aquimaris,140,189382
UniRef100_UPI001574C155/2-136,Cluster: stage V sporulation protein AB,UPI001574C155,unclassified Bacillus (in: Bacteria),138,185979
UniRef100_A0A072NIK2/1-139,Cluster: Stage V sporulation protein AB,A0A072NIK2,Schinkia azotoformans MEV2011,144,1348973
UniRef100_A0A7V8GGT0/1-140,Cluster: Stage V sporulation protein AB,A0A7V8GGT0,Bacillus sp. SKDU12,141,1337053
UniRef100_K6DQN2/1-139,Cluster: Stage V sporulation protein AB,K6DQN2,Schinkia azotoformans LMG 9581,144,1131731
UniRef100_A0A268IQG8/1-139,Cluster: Stage V sporulation protein AB,A0A268IQG8,Bacillus sp. 7894-2,140,2021695
UniRef100_A0A1S2BZK0/1-139,Cluster: Stage V sporulation protein AB,A0A1S2BZK0,Priestia aryabhattai,140,412384
UniRef100_A0A7W1XAP1/6-138,Cluster: Stage V sporulation protein AB,A0A7W1XAP1,Thermoactinomyces daqus,140,1329516
UniRef100_A0A559KHE9/5-137,Cluster: Stage V sporulation protein AB,A0A559KHE9,Paenibacillus sp. JC52,141,2163881
UniRef100_UPI0011094467/6-141,Cluster: stage V sporulation protein AB,UPI0011094467,Paenibacillus pinistramenti,143,1768003
UniRef100_UPI000D3EC9EE/4-139,Cluster: stage V sporulation protein AB,UPI000D3EC9EE,Peribacillus acanthi,140,2171554
UniRef100_A0A0J5WDW5/1-139,Cluster: Stage V sporulation protein AB,A0A0J5WDW5,Cytobacillus firmus (Bacillus firmus),140,1399
UniRef100_UPI0009459C32/2-137,Cluster: stage V sporulation protein SpoVAB,UPI0009459C32,Bacillus cereus,138,1396
UniRef100_A0A8A1QI95/2-133,Cluster: Stage V sporulation protein AB,A0A8A1QI95,Pontibacillus sp. ALD_SL1,134,2777185
UniRef100_A0A5S4Z6G8/1-138,Cluster: Stage V sporulation protein AB,A0A5S4Z6G8,Rossellomorea marisflavi,140,189381
UniRef100_UPI00140C1692/1-139,Cluster: stage V sporulation protein AB,UPI00140C1692,Bacillus sp. C11,140,1178594
UniRef100_A0A2N1K3M1/2-137,Cluster: Stage V sporulation protein AB,A0A2N1K3M1,Bacillus sp. SN10,138,2056493
UniRef100_UPI001CFA5BE1/1-139,Cluster: stage V sporulation protein AB,UPI001CFA5BE1,Fictibacillus halophilus,140,1610490
UniRef100_UPI00195C3690/4-139,Cluster: stage V sporulation protein AB,UPI00195C3690,Bacillus ectoiniformans,141,1494429
UniRef100_UPI000991F001/2-137,Cluster: stage V sporulation protein AB,UPI000991F001,Bacillus mycoides,138,1405
UniRef100_UPI0013E3EA24/4-139,Cluster: stage V sporulation protein AB,UPI0013E3EA24,Peribacillus asahii,140,228899
UniRef100_A0A2A8RC56/2-137,Cluster: Stage V sporulation protein AB,A0A2A8RC56,Bacillus cereus,138,1396
UniRef100_A0A0E1MES1/2-137,Cluster: Stage V sporulation protein AB,A0A0E1MES1,Bacillus cereus,138,1396
UniRef100_A0A0B5NQM4/2-137,Cluster: Stage V sporulation protein SpoVAB,A0A0B5NQM4,Bacillus thuringiensis,138,1428
UniRef100_A0A7W8IN07/4-140,Cluster: Stage V sporulation protein AB,A0A7W8IN07,Anoxybacillus tepidamans,144,265948
UniRef100_A0A1T2PWC2/2-137,Cluster: Stage V sporulation protein AB,A0A1T2PWC2,Bacillus cereus,138,1396
UniRef100_UPI00115D7C0E/1-139,Cluster: stage V sporulation protein AB,UPI00115D7C0E,Bacillus licheniformis,141,1402
UniRef100_UPI000D0EAC31/6-140,Cluster: stage V sporulation protein AB,UPI000D0EAC31,Paenibacillus faecalis,142,2079532
UniRef100_A0A5D4TTQ8/1-138,Cluster: Stage V sporulation protein AB,A0A5D4TTQ8,Rossellomorea aquimaris,140,189382
UniRef100_A0A8I1KMI8/3-137,Cluster: Stage V sporulation protein SpoVAB,A0A8I1KMI8,Bacillus cereus group sp. N18,138,2794590
UniRef100_A0A1Q9Q0N4/1-139,Cluster: Stage V sporulation protein AB,A0A1Q9Q0N4,Bacillus sp. MRMR6,140,1928617
UniRef100_A0A848CLR7/2-137,Cluster: Stage V sporulation protein AB,A0A848CLR7,Aneurinibacillus aneurinilyticus (Bacillus aneurinolyticus),138,1391
UniRef100_UPI001B05DFE6/6-140,Cluster: stage V sporulation protein AB,UPI001B05DFE6,Paenibacillus lautus (Bacillus lautus),142,1401
UniRef100_A0A1X7HJ24/5-139,Cluster: Stage V sporulation protein AB,A0A1X7HJ24,Paenibacillus uliginis N3/975,141,1313296
UniRef100_D5DL77/2-140,Cluster: Stage V sporulation protein AB,D5DL77,Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium),141,592022
UniRef100_UPI000FF8C335/1-140,Cluster: stage V sporulation protein SpoVAB,UPI000FF8C335,Bacillus subtilis,141,1423
UniRef100_A0A385TRT1/6-140,Cluster: Stage V sporulation protein AB,A0A385TRT1,Paenibacillus lautus (Bacillus lautus),142,1401
UniRef100_UPI00094D9D4F/2-137,Cluster: stage V sporulation protein SpoVAB,UPI00094D9D4F,Bacillus,138,1386
UniRef100_UPI000BF9F3F0/3-137,Cluster: stage V sporulation protein SpoVAB,UPI000BF9F3F0,Bacillus toyonensis,138,155322
UniRef100_A0A2Y9BDQ3/1-135,Cluster: Stage V sporulation protein AB,A0A2Y9BDQ3,Faecalicatena orotica,138,1544
UniRef100_UPI001C1096D9/6-140,Cluster: stage V sporulation protein AB,UPI001C1096D9,Paenibacillus lautus (Bacillus lautus),142,1401
UniRef100_A0A2N5I371/1-139,Cluster: Stage V sporulation protein AB,A0A2N5I371,Bacillus sp. M6-12,140,2054166
UniRef100_UPI000BF26889/2-137,Cluster: stage V sporulation protein SpoVAB,UPI000BF26889,Bacillus cereus,138,1396
UniRef100_A0A1S2RAN4/1-139,Cluster: Stage V sporulation protein AB,A0A1S2RAN4,Bacillus sp. MUM 116,140,1678002
UniRef100_A0A2G8IWJ9/1-137,Cluster: Stage V sporulation protein AB,A0A2G8IWJ9,Bacillus pumilus (Bacillus mesentericus),138,1408
UniRef100_A0A8E9TG48/3-137,Cluster: Stage V sporulation protein SpoVAB,A0A8E9TG48,Bacillus toyonensis,138,155322
UniRef100_A0A516QW32/2-137,Cluster: Stage V sporulation protein SpoVAB,A0A516QW32,Bacillus sp. BD59S,138,2499213
UniRef100_A0A242WRH7/3-137,Cluster: Stage V sporulation protein AB,A0A242WRH7,Bacillus thuringiensis serovar cameroun,138,180885
UniRef100_A0A1R1F9D3/1-139,Cluster: Stage V sporulation protein AB,A0A1R1F9D3,Paenibacillus sp. FSL R5-0490,140,1920424
UniRef100_A0A4Q7QT31/1-139,Cluster: Stage V sporulation protein AB,A0A4Q7QT31,Fictibacillus sp. BK138,140,2512121
UniRef100_A0A090YZJ0/4-139,Cluster: Stage V sporulation AB family protein,A0A090YZJ0,Bacillus clarus,140,2338372
UniRef100_UPI0007729EFC/2-137,Cluster: stage V sporulation protein SpoVAB,UPI0007729EFC,Bacillus cereus group,138,86661
UniRef100_UPI00174784C0/1-139,Cluster: stage V sporulation protein AB,UPI00174784C0,Bacillus sp. IB182487,140,2771434
UniRef100_A0A7X0LUS6/1-139,Cluster: Stage V sporulation protein AB,A0A7X0LUS6,Bacillus benzoevorans,142,1456
UniRef100_A0A0M0GNT8/1-138,Cluster: Stage V sporulation protein AB,A0A0M0GNT8,Rossellomorea marisflavi,140,189381
UniRef100_A0A0J5T2D6/1-138,Cluster: Stage V sporulation protein AB,A0A0J5T2D6,Rossellomorea marisflavi,140,189381
UniRef100_A0A3A5IL88/4-139,Cluster: Stage V sporulation protein AB,A0A3A5IL88,Bacillus sp. PK3_68,144,2027408
UniRef100_A0A3D8X4C7/1-139,Cluster: Stage V sporulation protein AB,A0A3D8X4C7,Priestia megaterium (Bacillus megaterium),140,1404
UniRef100_A0A562K0U7/2-140,Cluster: Stage V sporulation protein AB,A0A562K0U7,Cytobacillus oceanisediminis,141,665099
UniRef100_A0A1Y0CPH5/1-139,Cluster: Stage V sporulation protein AB,A0A1Y0CPH5,Sutcliffiella horikoshii,140,79883
UniRef100_UPI00159C3269/1-139,Cluster: stage V sporulation protein AB,UPI00159C3269,Priestia megaterium (Bacillus megaterium),140,1404
UniRef100_A0A7W1WTD7/4-138,Cluster: Stage V sporulation protein AB,A0A7W1WTD7,Paenactinomyces guangxiensis,141,1490290
UniRef100_A0A2T6B489/17-152,Cluster: Stage V sporulation protein AB,A0A2T6B489,Melghirimyces profundicolus,153,1242148
UniRef100_A0A2W1NC10/10-139,Cluster: Stage V sporulation protein AB,A0A2W1NC10,Paenibacillus xerothermodurans,141,1977292
UniRef100_A0A0M2STY7/1-138,Cluster: Stage V sporulation protein AB,A0A0M2STY7,Mesobacillus campisalis,139,1408103
UniRef100_A0A0V8HMA5/1-138,Cluster: Stage V sporulation protein AB,A0A0V8HMA5,Bacillus enclensis,140,1402860
UniRef100_UPI001CBEF40D/1-139,Cluster: stage V sporulation protein AB,UPI001CBEF40D,Sutcliffiella horikoshii,140,79883
UniRef100_A0A329F9U5/2-137,Cluster: Stage V sporulation protein AB,A0A329F9U5,Bacillus cereus,138,1396
UniRef100_A0A2N5M1X1/1-139,Cluster: Stage V sporulation protein AB,A0A2N5M1X1,Peribacillus deserti,140,673318
UniRef100_A0A0Q6L8D5/1-138,Cluster: Stage V sporulation protein AB,A0A0Q6L8D5,Bacillus sp. Leaf406,140,1736368
UniRef100_UPI001AD9DE21/17-153,Cluster: stage V sporulation protein AB,UPI001AD9DE21,Bacillus sp. 165,154,1529117
UniRef100_UPI0011F36425/8-141,Cluster: stage V sporulation protein AB,UPI0011F36425,Oceanobacillus polygoni,142,1235259
UniRef100_UPI001B3283BA/1-139,Cluster: stage V sporulation protein AB,UPI001B3283BA,Priestia flexa,140,86664
UniRef100_UPI000477B9DA/1-139,Cluster: stage V sporulation protein AB,UPI000477B9DA,Weizmannia acidiproducens,140,1121084
UniRef100_UPI0015C489E0/1-139,Cluster: stage V sporulation protein AB,UPI0015C489E0,Oceanobacillus senegalensis,140,1936063
UniRef100_A0A160F844/4-139,Cluster: Stage V sporulation AB family protein,A0A160F844,Anoxybacillus sp. B7M1,144,1490057
UniRef100_A0A3B8S3U4/1-136,Cluster: Stage V sporulation protein AB,A0A3B8S3U4,Lachnospiraceae bacterium,138,1898203
UniRef100_A0A7X3CN92/7-139,Cluster: Stage V sporulation protein AB,A0A7X3CN92,Paenibacillus woosongensis,141,307580
UniRef100_UPI001B8CC428/1-139,Cluster: stage V sporulation protein AB,UPI001B8CC428,Metabacillus sp. KIGAM252,140,2823519
UniRef100_A0A810DZ50/9-139,Cluster: Stage V sporulation protein AB,A0A810DZ50,Paenibacillus sp. URB8-2,141,2741301
UniRef100_A0A6L3V9U2/4-140,Cluster: Stage V sporulation protein AB,A0A6L3V9U2,Cytobacillus depressus,141,1602942
UniRef100_UPI000BF40E93/2-137,Cluster: stage V sporulation protein SpoVAB,UPI000BF40E93,Bacillus wiedmannii,138,1890302
UniRef100_A0A0C2UZD6/6-141,Cluster: Stage V sporulation protein AB,A0A0C2UZD6,Paenibacillus sp. VKM B-2647,143,1590651
UniRef100_A0A3T0KUY2/6-140,Cluster: Stage V sporulation protein AB,A0A3T0KUY2,Peribacillus asahii,141,228899
UniRef100_UPI00146A9E87/3-136,Cluster: stage V sporulation protein AB,UPI00146A9E87,Halalkalibacillus halophilus,137,392827
UniRef100_A0A7V6YQM3/1-139,Cluster: Stage V sporulation protein AB,A0A7V6YQM3,Bacillus sp.,144,1409
UniRef100_A0A3E2JTP3/3-139,Cluster: Stage V sporulation protein AB,A0A3E2JTP3,Bacillus sp. V59.32b,140,1758642
UniRef100_UPI00157C4A41/8-141,Cluster: stage V sporulation protein AB,UPI00157C4A41,Virgibacillus ihumii,142,2686091
UniRef100_UPI000B44D74A/2-137,Cluster: stage V sporulation protein SpoVAB,UPI000B44D74A,Bacillus cereus,138,1396
UniRef100_UPI0014079ED1/4-140,Cluster: stage V sporulation protein AB,UPI0014079ED1,Bacillaceae,141,186817
UniRef100_UPI001B21E779/7-139,Cluster: stage V sporulation protein AB,UPI001B21E779,Paenibacillus woosongensis,141,307580
UniRef100_A0A073KUG0/2-137,Cluster: Stage V sporulation protein AB,A0A073KUG0,Bacillus gaemokensis,138,574375
UniRef100_UPI0004792814/1-139,Cluster: stage V sporulation protein AB,UPI0004792814,Bacillus sp. UNC438CL73TsuS30,140,1340434
UniRef100_F0Z0L5/1-135,Cluster: Stage V sporulation protein AB,F0Z0L5,Clostridium sp. D5,138,556261
UniRef100_A0A3A9FN65/1-136,Cluster: Uncharacterized protein,A0A3A9FN65,bacterium 1XD42-8,141,2320102
UniRef100_UPI00096AF1E5/1-139,Cluster: stage V sporulation protein AB,UPI00096AF1E5,Bacillus massilionigeriensis,140,1805475
UniRef100_K6E8K8/4-140,Cluster: Stage V sporulation protein AB,K6E8K8,Neobacillus bataviensis LMG 21833,141,1117379
UniRef100_UPI000C248A83/1-136,Cluster: stage V sporulation protein AB,UPI000C248A83,Bacillus sp. FJAT-45037,137,2011007
UniRef100_A0A6M1PE54/9-139,Cluster: Stage V sporulation protein AB,A0A6M1PE54,Paenibacillus apii,141,1850370
UniRef100_A0A4R6U752/2-137,Cluster: Stage V sporulation protein AB,A0A4R6U752,Aureibacillus halotolerans,138,1508390
UniRef100_UPI0008FDDD9A/2-137,Cluster: stage V sporulation protein SpoVAB,UPI0008FDDD9A,Bacillus cereus group,138,86661
UniRef100_A0A167ZRW7/5-138,Cluster: Stage V sporulation protein AB,A0A167ZRW7,Paenibacillus macquariensis (Bacillus macquariensis),140,1468
UniRef100_A0A0M3R9I3/1-139,Cluster: Stage V sporulation protein AB,A0A0M3R9I3,Bacillus gobiensis,141,1441095
UniRef100_A0A6P1HKP6/2-137,Cluster: Stage V sporulation protein AB,A0A6P1HKP6,Pontibacillus sp. HMF3514,138,2692425
UniRef100_X4ZLK3/9-139,Cluster: Stage V sporulation protein AB,X4ZLK3,Paenibacillus sabinae T27,141,1268072
UniRef100_A0A2A9UT39/2-137,Cluster: Stage V sporulation protein AB,A0A2A9UT39,Bacillus cereus,138,1396
UniRef100_UPI000BFA32D7/2-137,Cluster: stage V sporulation protein SpoVAB,UPI000BFA32D7,Bacillus cereus,138,1396
UniRef100_A0A2N5MKC8/3-139,Cluster: Stage V sporulation protein AB,A0A2N5MKC8,Bacillus sp. V5-8f,140,2053044
UniRef100_A0A561DS99/2-140,Cluster: Stage V sporulation protein AB,A0A561DS99,Neobacillus bataviensis,141,220685
UniRef100_UPI000C833E0B/6-141,Cluster: stage V sporulation protein AB,UPI000C833E0B,Bacillus sp. Marseille-P3661,144,1936234
UniRef100_A0A6M6DWG6/1-139,Cluster: Stage V sporulation protein AB,A0A6M6DWG6,Priestia megaterium (Bacillus megaterium),140,1404
UniRef100_A0A176JC93/1-139,Cluster: Stage V sporulation protein AB,A0A176JC93,Bacillus sp. SJS,140,1423321
UniRef100_UPI0002F38794/3-139,Cluster: stage V sporulation protein AB,UPI0002F38794,Bacillus,140,1386
UniRef100_UPI00082C5D4E/1-139,Cluster: stage V sporulation protein AB,UPI00082C5D4E,Neobacillus fumarioli,140,105229
UniRef100_A0A369C5J9/1-139,Cluster: Stage V sporulation protein AB,A0A369C5J9,Bacillus sp. AG236,140,2184002
UniRef100_A0A0P9HLE2/6-137,Cluster: Stage V sporulation protein AB,A0A0P9HLE2,Paenibacillus sp. A3,141,1337054
UniRef100_UPI0015BA653A/3-138,Cluster: stage V sporulation protein AB,UPI0015BA653A,Paenibacillus kribbensis,140,172713
UniRef100_UPI00110E92A8/1-138,Cluster: stage V sporulation protein AB,UPI00110E92A8,Bacillus sp. BHET2,140,2583818
UniRef100_A0A4P8XIS9/5-138,Cluster: Stage V sporulation protein AB,A0A4P8XIS9,Paenibacillus algicola,140,2565926
UniRef100_A0A6F8TUP6/1-138,Cluster: Stage V sporulation protein AB,A0A6F8TUP6,Bacillus sp. KH172YL63,140,2709784
UniRef100_A0A5R9EZM4/2-138,Cluster: Stage V sporulation protein AB,A0A5R9EZM4,Alkalihalobacillus caeni,140,2574798
UniRef100_UPI001CF99A20/1-138,Cluster: stage V sporulation protein AB,UPI001CF99A20,Bacillus stratosphericus,138,293386
UniRef100_UPI00165819DB/1-138,Cluster: stage V sporulation protein AB,UPI00165819DB,Bacillus pumilus (Bacillus mesentericus),138,1408
UniRef100_A0A498DDM4/6-142,Cluster: Stage V sporulation protein AB,A0A498DDM4,Oceanobacillus piezotolerans,143,2448030
UniRef100_A0A2S0UGK7/1-137,Cluster: Stage V sporulation protein AB,A0A2S0UGK7,Paenibacillus sp. CAA11,139,1532905
UniRef100_A0A0J7D6F7/2-137,Cluster: Stage V sporulation protein AB,A0A0J7D6F7,Bacillus cereus,138,1396
UniRef100_UPI001ADEC964/7-141,Cluster: stage V sporulation protein AB,UPI001ADEC964,Bacillus sp. RG28,142,2820819
UniRef100_A0A0U5NXU6/1-135,Cluster: Uncharacterized protein,A0A0U5NXU6,Clostridium sp. C105KSO13,138,1776045
UniRef100_UPI0007D08370/1-138,Cluster: stage V sporulation protein AB,UPI0007D08370,Rossellomorea aquimaris,140,189382
UniRef100_A0A841QAJ3/4-137,Cluster: Stage V sporulation protein AB,A0A841QAJ3,Salirhabdus euzebyi,138,394506
UniRef100_UPI0007807FA5/4-139,Cluster: stage V sporulation protein AB,UPI0007807FA5,Bacillales,140,1385
UniRef100_UPI000E222113/1-137,Cluster: stage V sporulation protein AB,UPI000E222113,Paenibacillus sp. VMFN-D1,139,2135608
UniRef100_UPI000D039678/1-140,Cluster: stage V sporulation protein AB,UPI000D039678,Bacillus atrophaeus,141,1452
UniRef100_A0A0K9GCE7/1-137,Cluster: Stage V sporulation protein AB,A0A0K9GCE7,Bacillus sp. FJAT-27916,139,1679169
UniRef100_A0A6N9Q6S8/6-138,Cluster: Stage V sporulation protein AB,A0A6N9Q6S8,Chengkuizengella marina,141,2507566
UniRef100_A0A2V3AAB4/2-140,Cluster: Stage V sporulation protein AB,A0A2V3AAB4,Cytobacillus oceanisediminis,141,665099
UniRef100_UPI0015521352/1-136,Cluster: stage V sporulation protein AB,UPI0015521352,Bacillus haikouensis,136,1510468
UniRef100_UPI0019248073/4-138,Cluster: stage V sporulation protein AB,UPI0019248073,Bacillus sp. YIM B00319,141,2803787
UniRef100_A0A4Y8ISL1/6-140,Cluster: Stage V sporulation protein AB,A0A4Y8ISL1,Filobacillus milosensis,141,94137
UniRef100_UPI001CF092CB/4-138,Cluster: stage V sporulation protein AB,UPI001CF092CB,Paenibacillus sp. BJ-4,140,2878097
UniRef100_A0A0N0VMT7/1-139,Cluster: Stage V sporulation protein AB,A0A0N0VMT7,Bacillus sp. CHD6a,140,1643452
UniRef100_E6TYK9/3-137,Cluster: Stage V sporulation protein AB,E6TYK9,Evansella cellulosilytica (strain ATCC 21833 / DSM 2522 / FERM P-1141 / JCM 9156 / N-4) (Bacillus cellulosilyticus),138,649639
UniRef100_A0A222WMK3/4-138,Cluster: Stage V sporulation protein AB,A0A222WMK3,Paenibacillus kribbensis,140,172713
UniRef100_W9A888/6-141,Cluster: Stage V sporulation protein AB,W9A888,Oceanobacillus picturae,142,171693
UniRef100_A0A6N7W3C2/1-156,Cluster: Uncharacterized protein,A0A6N7W3C2,Eisenbergiella porci,164,2652274
UniRef100_A0A0J5GYI7/1-139,Cluster: Stage V sporulation protein AB,A0A0J5GYI7,Bacillus sp. LL01,140,1665556
UniRef100_A0A7X9QQM8/1-138,Cluster: Stage V sporulation protein AB,A0A7X9QQM8,Bacillus sp. DNRA2,139,2723053
UniRef100_UPI0018F19AF8/1-139,Cluster: stage V sporulation protein AB,UPI0018F19AF8,Bacillus renqingensis,140,2780093
UniRef100_A0A350V956/1-135,Cluster: Stage V sporulation protein AB,A0A350V956,Lachnospiraceae bacterium,138,1898203
UniRef100_UPI000B456052/1-140,Cluster: stage V sporulation protein AB,UPI000B456052,Bacillus atrophaeus,141,1452
UniRef100_UPI00077A907D/2-137,Cluster: stage V sporulation protein SpoVAB,UPI00077A907D,Bacillus cereus,138,1396
UniRef100_A0A2B1YF18/2-136,Cluster: Stage V sporulation protein AB,A0A2B1YF18,Bacillus cereus,138,1396
UniRef100_A0A0M1P2G4/6-140,Cluster: Stage V sporulation protein AB,A0A0M1P2G4,Paenibacillus solani,142,1705565
UniRef100_UPI000F9FA586/2-138,Cluster: stage V sporulation protein AB,UPI000F9FA586,Paenibacillus sp. 1182,140,2806565
UniRef100_U2B247/1-156,Cluster: Stage V sporulation protein AB domain protein,U2B247,Clostridium sp. KLE 1755,164,1226325
UniRef100_UPI0007794AC5/1-140,Cluster: stage V sporulation protein AB,UPI0007794AC5,Bacillus,141,1386
UniRef100_UPI001964B9DE/1-139,Cluster: stage V sporulation protein AB,UPI001964B9DE,Neobacillus cucumis,140,1740721
UniRef100_A0A2B0MRT9/2-136,Cluster: Stage V sporulation protein AB,A0A2B0MRT9,Bacillus cereus,138,1396
UniRef100_UPI0013DEE409/9-141,Cluster: stage V sporulation protein AB,UPI0013DEE409,Virgibacillus doumboii,142,2697503
UniRef100_A0A7U5I077/1-140,Cluster: Stage V sporulation protein AB,A0A7U5I077,Bacillus subtilis subsp. globigii,141,1496303
UniRef100_A0A1B1Z5X3/1-139,Cluster: Stage V sporulation protein AB,A0A1B1Z5X3,Fictibacillus arsenicus,140,255247
UniRef100_A0A2S8PI86/1-137,Cluster: Stage V sporulation protein AB,A0A2S8PI86,Paenibacillus sp. AR247,139,1631599
UniRef100_UPI001C68AA91/3-135,Cluster: stage V sporulation protein AB,UPI001C68AA91,Paenactinomyces guangxiensis,138,1490290
UniRef100_A0A0Q3SKY7/1-131,Cluster: Stage V sporulation protein AB,A0A0Q3SKY7,Cytobacillus solani,132,1637975
UniRef100_UPI00046F7A9C/9-139,Cluster: stage V sporulation protein AB,UPI00046F7A9C,Paenibacillus forsythiae,141,365616
UniRef100_A0A3T0I1I8/1-139,Cluster: Stage V sporulation protein AB,A0A3T0I1I8,Neobacillus mesonae,140,1193713
UniRef100_UPI00085A5F53/1-140,Cluster: stage V sporulation protein SpoVAB,UPI00085A5F53,Bacillus subtilis,141,1423
UniRef100_A0A0A5FTD5/3-137,Cluster: Stage V sporulation protein AB,A0A0A5FTD5,Pontibacillus marinus BH030004 = DSM 16465,138,1385511
UniRef100_A0A2C1Y9U6/1-138,Cluster: Stage V sporulation protein AB,A0A2C1Y9U6,Bacillus sp. AFS037270,140,2033499
