Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A2K9KAN2	Cluster: Stage V sporulation protein AA	A0A2K9KAN2; A0A109WGB2	Bacillus siamensis; Bacillus sp. SDLI1	206	659243; 1774743
UniRef100_A0A7M1U0Z6	Cluster: Stage V sporulation protein AA	A0A7M1U0Z6; A0A377G1U0; A0A2M9T3K0	Geobacillus stearothermophilus (Bacillus stearothermophilus); [Flavobacterium] thermophilum; Geobacillus sp. WSUCF-018B	207	1422; 1414643; 2055939
UniRef100_R8Q5L4	Cluster: Stage V sporulation protein AA	R8Q5L4; A0A1G4EQ88; UPI001E30C91A	Bacillus cereus VD118; Bacillus mycoides; Bacillus cereus group	206	1053231; 1405; 86661
UniRef100_UPI001BEBAEAC	Cluster: Stage V sporulation protein AA	UPI001BEBAEAC	Bacillus sp. ISL-37	205	2819123
UniRef100_UPI0009962BD3	Cluster: stage V sporulation protein AA	UPI0009962BD3	Litchfieldia alkalitelluris	206	304268
UniRef100_A0A2B4LKG8	Cluster: Stage V sporulation protein AA	A0A2B4LKG8	Bacillus cereus	206	1396
UniRef100_A0A2C1M6W6	Cluster: Stage V sporulation protein AA	A0A2C1M6W6	Bacillus cereus	206	1396
UniRef100_A0A7Z1FZD0	Cluster: Stage V sporulation protein AA	A0A7Z1FZD0	Bacillus pseudomycoides	206	64104
UniRef100_UPI001AEDF1B0	Cluster: stage V sporulation protein AA	UPI001AEDF1B0	Bacillus sp. REN3	205	2802440
UniRef100_UPI001CCC0A78	Cluster: stage V sporulation protein AA	UPI001CCC0A78	Bacillus sp. RAR_GA_16	205	2876774
UniRef100_A0A857MW70	Cluster: Stage V sporulation protein AA	A0A857MW70	Geobacillus stearothermophilus (Bacillus stearothermophilus)	207	1422
UniRef100_UPI0019311E31	Cluster: stage V sporulation protein AA	UPI0019311E31	Bacillus altitudinis	206	293387
UniRef100_B7GKG8	Cluster: Stage V sporulation protein AA	B7GKG8	Anoxybacillus flavithermus (strain DSM 21510 / WK1)	206	491915
UniRef100_A0A2B5GHM1	Cluster: Stage V sporulation protein AA	A0A2B5GHM1; A0A4V2WD21; A0A6H0T9W5; UPI001EFA16BC	Bacillus wiedmannii; Bacillus thuringiensis; Bacillus thuringiensis serovar andalousiensis; Bacillus cereus group	206	1890302; 1428; 257985; 86661
UniRef100_A0A1V3FTD0	Cluster: Stage V sporulation protein AA	A0A1V3FTD0; A0A410XK51	Anoxybacillus karvacharensis; Neobacillus thermocopriae	206	1919277; 1215031
UniRef100_UPI001BEAB99F	Cluster: stage V sporulation protein AA	UPI001BEAB99F	unclassified Bacillus (in: Bacteria)	205	185979
UniRef100_A0A5K1N7C8	Cluster: Stage V sporulation protein AA	A0A5K1N7C8	Bacillus altitudinis	206	293387
UniRef100_UPI00077A89C5	Cluster: stage V sporulation protein SpoVAA	UPI00077A89C5	Bacillus cereus	206	1396
UniRef100_A9VFH4	Cluster: Stage V sporulation protein AA	A9VFH4; A0A1C3TD28; UPI001930C709	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis); Bacillus mycoides	206	315730; 1405
UniRef100_A0A8E9KFL1	Cluster: Stage V sporulation protein AA	A0A8E9KFL1; UPI001C028D64	Bacillus mycoides	206	1405
UniRef100_UPI000BF63D01	Cluster: stage V sporulation protein SpoVAA	UPI000BF63D01	Bacillus wiedmannii	206	1890302
UniRef100_A0A2B9E5R6	Cluster: Stage V sporulation protein AA	A0A2B9E5R6; UPI0018F78FEA	Bacillus cereus; Bacillus cereus group	206	1396; 86661
UniRef100_UPI001960A55A	Cluster: stage V sporulation protein AA	UPI001960A55A	Scopulibacillus daqui	207	1469162
UniRef100_UPI00061A1881	Cluster: stage V sporulation protein AA	UPI00061A1881	Bacillus	206	1386
UniRef100_A0A0K6GM18	Cluster: Stage V sporulation protein AA	A0A0K6GM18	Anoxybacillus suryakundensis	206	1325335
UniRef100_A0A0J5JVX2	Cluster: Stage V sporulation protein AA	A0A0J5JVX2	Bacillus sp. LL01	206	1665556
UniRef100_A0A1W6ACN0	Cluster: Stage V sporulation protein AA	A0A1W6ACN0; UPI0019D54998	Bacillus mycoides	206	1405
UniRef100_A0A146CZJ8	Cluster: Stage V sporulation protein AA	A0A146CZJ8	Geobacillus subterraneus	207	129338
UniRef100_A0A2B0U4G9	Cluster: Stage V sporulation protein AA	A0A2B0U4G9	Bacillus cereus	206	1396
UniRef100_A0A1V9W9W9	Cluster: Stage V sporulation protein AA	A0A1V9W9W9; UPI001F0A4A44	Bacillus sp. CDB3; Bacillus cereus	206	360310; 1396
UniRef100_UPI0011E8C726	Cluster: stage V sporulation protein AA	UPI0011E8C726	Bacillus altitudinis	206	293387
UniRef100_UPI0008FE3687	Cluster: stage V sporulation protein AA	UPI0008FE3687	Bacillus luti	206	2026191
UniRef100_A0A2A8V6I1	Cluster: Stage V sporulation protein AA	A0A2A8V6I1; UPI001F0A6620	Bacillus sp. AFS015896; Bacillus cereus	206	2033487; 1396
UniRef100_A0A7Z8W5L8	Cluster: Stage V sporulation protein AA	A0A7Z8W5L8	Bacillus sp. AY18-3	206	2217814
UniRef100_A0A8F9SJT6	Cluster: Stage V sporulation protein AA	A0A8F9SJT6	Bacillus velezensis	206	492670
UniRef100_A0A2C1MUU6	Cluster: Stage V sporulation protein AA	A0A2C1MUU6	Bacillus cereus	206	1396
UniRef100_UPI000BF6FADB	Cluster: stage V sporulation protein AA	UPI000BF6FADB	Bacillus sp. YF23	206	691698
UniRef100_UPI000BFD4925	Cluster: stage V sporulation protein SpoVAA	UPI000BFD4925	Bacillus wiedmannii	206	1890302
UniRef100_UPI000EBD7391	Cluster: stage V sporulation protein AA	UPI000EBD7391	Bacillus luti	206	2026191
UniRef100_A0A1I1ESY0	Cluster: Stage V sporulation protein AA	A0A1I1ESY0	Bacillus sp. 491mf	206	1761755
UniRef100_UPI0004E1565F	Cluster: stage V sporulation protein AA	UPI0004E1565F	Bacillaceae	206	186817
UniRef100_A0A7X8MYP6	Cluster: Stage V sporulation protein AA	A0A7X8MYP6	Bacillus sp. RO1	206	2722703
UniRef100_A0A7Y0K9U0	Cluster: Stage V sporulation protein AA	A0A7Y0K9U0	Niallia alba	206	2729105
UniRef100_UPI000C83A81B	Cluster: stage V sporulation protein AA	UPI000C83A81B	Mesobacillus jeotgali	205	129985
UniRef100_UPI00145CF719	Cluster: stage V sporulation protein AA	UPI00145CF719	Bacillus sp. RO2	206	2723913
UniRef100_UPI001C477F77	Cluster: stage V sporulation protein AA	UPI001C477F77	Bacillus sp. sid0103	206	2856337
UniRef100_UPI0002EEAD24	Cluster: stage V sporulation protein AA	UPI0002EEAD24	Bacillus altitudinis	206	293387
UniRef100_C2Q0C1	Cluster: Stage V sporulation protein AA	C2Q0C1; J8IM11	Bacillus mycoides; Bacillus cereus VD048	206	1405; 1053226
UniRef100_UPI0012478895	Cluster: stage V sporulation protein AA	UPI0012478895	Bacillus methanolicus	206	1471
UniRef100_UPI001C1F4208	Cluster: stage V sporulation protein AA	UPI001C1F4208	Alkalihalobacterium elongatum	207	2675466
UniRef100_A0A0D0Q8V5	Cluster: Stage V sporulation protein AA	A0A0D0Q8V5	Anoxybacillus thermarum	206	404937
UniRef100_A0A8F5H6C0	Cluster: Stage V sporulation protein AA	A0A8F5H6C0; A0A8H0E1F3	Bacillus altitudinis; Bacillus sp. 005/A4HT-01/001	206	293387; 2509010
UniRef100_A0A1C4EN84	Cluster: Stage V sporulation protein AA	A0A1C4EN84; UPI001E432705	Bacillus cereus; Bacillus mobilis	206	1396; 2026190
UniRef100_A0A398BI44	Cluster: Stage V sporulation protein AA	A0A398BI44	Mesobacillus zeae	206	1917180
UniRef100_M5QY63	Cluster: Stage v sporulation protein aa	M5QY63	Bacillus stratosphericus LAMA 585	206	1236481
UniRef100_A0A372LH24	Cluster: Stage V sporulation protein AA	A0A372LH24	Peribacillus glennii	206	2303991
UniRef100_A0A366JNX6	Cluster: Stage V sporulation protein AA	A0A366JNX6; A0A4R8GR04	Cytobacillus firmus (Bacillus firmus); Cytobacillus oceanisediminis	225	1399; 665099
UniRef100_A0A6B3TUA8	Cluster: Stage V sporulation protein AA	A0A6B3TUA8	Neobacillus thermocopriae	206	1215031
UniRef100_UPI001BCD774A	Cluster: stage V sporulation protein AA	UPI001BCD774A	Bacillus toyonensis	206	155322
UniRef100_UPI001CFEEEF2	Cluster: stage V sporulation protein AA	UPI001CFEEEF2	Sutcliffiella horikoshii	206	79883
UniRef100_UPI000BA55053	Cluster: stage V sporulation protein AA	UPI000BA55053	Bacillus siamensis	206	659243
UniRef100_A0A084J3H8	Cluster: Stage V sporulation AA family protein	A0A084J3H8; J7TD87; R8MNH8; R8D001; A0A7Z8SBZ0; A0A366GJV9; UPI001E3FF82B	Bacillus mycoides; Bacillus cereus VD142; Bacillus cereus (strain VD146); Bacillus cereus HuA3-9; Bacillus sp. AR13-1; Bacillus sp. DB-2; Bacillus cereus group	206	1405; 718224; 1053236; 1053205; 2217833; 1030092; 86661
UniRef100_UPI001CFB3E05	Cluster: stage V sporulation protein AA	UPI001CFB3E05; UPI001EDF71A8	Bacillus thuringiensis	206	1428
UniRef100_UPI00077AB335	Cluster: stage V sporulation protein SpoVAA	UPI00077AB335	Bacillus wiedmannii	206	1890302
UniRef100_A0A7W9YNK1	Cluster: Stage V sporulation protein AA	A0A7W9YNK1	Anoxybacillus tengchongensis	206	576944
UniRef100_UPI0009BB6DE8	Cluster: stage V sporulation protein AA	UPI0009BB6DE8	Cytobacillus gottheilii	206	859144
UniRef100_UPI001AE9F283	Cluster: stage V sporulation protein AA	UPI001AE9F283	Bacillus anthracis	208	1392
UniRef100_UPI0002ED026E	Cluster: stage V sporulation protein AA	UPI0002ED026E	Bacillus	209	1386
UniRef100_A0A2B3UHW3	Cluster: Stage V sporulation protein AA	A0A2B3UHW3	Bacillus cereus	206	1396
UniRef100_UPI00192B0BC5	Cluster: stage V sporulation protein AA	UPI00192B0BC5	Neobacillus paridis	206	2803862
UniRef100_F5L882	Cluster: Stage V sporulation protein AA	F5L882	Caldalkalibacillus thermarum (strain TA2.A1)	209	986075
UniRef100_UPI001C5B1E84	Cluster: stage V sporulation protein AA	UPI001C5B1E84	Bacillus sp. FDAARGOS_1420	206	2856338
UniRef100_A0A178TEI7	Cluster: Stage V sporulation protein AA	A0A178TEI7	Anoxybacillus flavithermus	206	33934
UniRef100_A0A6M8D9U9	Cluster: Stage V sporulation protein SpoVAA	A0A6M8D9U9	Bacillus cereus	208	1396
UniRef100_A0A2S9HXN4	Cluster: Stage V sporulation protein AA	A0A2S9HXN4	Bacillus sp. MYb56	206	1827287
UniRef100_W4RGX0	Cluster: Stage V sporulation protein AA	W4RGX0	Mesobacillus boroniphilus JCM 21738	210	1294265
UniRef100_A0A2C0ASL3	Cluster: Stage V sporulation protein AA	A0A2C0ASL3	Bacillus cereus	206	1396
UniRef100_A0A2G6QL41	Cluster: Stage V sporulation protein AA	A0A2G6QL41	Bacillus fungorum	206	2039284
UniRef100_UPI0012682F7D	Cluster: stage V sporulation protein AA	UPI0012682F7D	Bacillus sp. THAF10	206	2587848
UniRef100_V6SV18	Cluster: SporV_AA domain-containing protein	V6SV18	Bacillus sp. 17376	211	977905
UniRef100_UPI000994C4DC	Cluster: stage V sporulation protein AA	UPI000994C4DC	Sutcliffiella halmapala	206	79882
UniRef100_K2NIT0	Cluster: Stage V sporulation protein AA	K2NIT0; A0A7Z2J547	Bacillus xiamenensis; Bacillus sp. ms-22	206	1178537; 2683680
UniRef100_UPI0009186773	Cluster: stage V sporulation protein AA	UPI0009186773	Bacillus altitudinis	206	293387
UniRef100_UPI001A9DBD8F	Cluster: stage V sporulation protein AA	UPI001A9DBD8F	Metabacillus sp. BG109	208	2795218
UniRef100_UPI001CBD108A	Cluster: stage V sporulation protein AA	UPI001CBD108A	Sutcliffiella horikoshii	206	79883
UniRef100_UPI000825C7AE	Cluster: stage V sporulation protein AA	UPI000825C7AE	Robertmurraya korlensis	206	519977
UniRef100_UPI000743D05C	Cluster: stage V sporulation protein AA	UPI000743D05C	Bacillus sp. FJAT-27445	207	1679166
UniRef100_A0A5M8RWA9	Cluster: Stage V sporulation protein AA	A0A5M8RWA9	Bacillus swezeyi	206	1925020
UniRef100_A0A0U1P148	Cluster: Stage V sporulation protein AA	A0A0U1P148	Neobacillus massiliamazoniensis	206	1499688
UniRef100_UPI000BB8F27D	Cluster: stage V sporulation protein AA	UPI000BB8F27D	Bacillus sp. FJAT-45350	206	2011014
UniRef100_UPI0006A7590D	Cluster: stage V sporulation protein AA	UPI0006A7590D	Bacillus sp. FJAT-27245	207	1684144
UniRef100_A0A1W6VTH2	Cluster: SporV_AA domain-containing protein	A0A1W6VTH2	Geobacillus thermodenitrificans	207	33940
UniRef100_UPI0005D3957A	Cluster: stage V sporulation protein AA	UPI0005D3957A	Bacillus altitudinis	206	293387
UniRef100_UPI00193FECDF	Cluster: stage V sporulation protein AA	UPI00193FECDF	Bacillus sp. B15-48	206	1548601
UniRef100_UPI0004858710	Cluster: stage V sporulation protein AA	UPI0004858710	Anoxybacillus tepidamans	208	265948
UniRef100_UPI000D0243C9	Cluster: stage V sporulation protein AA	UPI000D0243C9	Bacillus sp. MZGC1	206	2108543
UniRef100_UPI001CFD7206	Cluster: stage V sporulation protein AA	UPI001CFD7206	Mesobacillus subterraneus	205	285983
UniRef100_A0A2C5LJG1	Cluster: Stage V sporulation protein AA	A0A2C5LJG1; A0A6L3C149; A0A0G8EL92; UPI001F07390B	Bacillus wiedmannii; Bacillus sp. BB081; Bacillus cereus; Bacillus cereus group	206	1890302; 2217820; 1396; 86661
UniRef100_A0A0M9GQP6	Cluster: Stage V sporulation protein AA	A0A0M9GQP6	Bacillus sp. CHD6a	206	1643452
UniRef100_A0A0Q6L7N0	Cluster: Stage V sporulation protein AA	A0A0Q6L7N0	Bacillus sp. Leaf406	206	1736368
UniRef100_UPI000BF1921C	Cluster: stage V sporulation protein SpoVAA	UPI000BF1921C	Bacillus wiedmannii	206	1890302
UniRef100_UPI00166C6046	Cluster: stage V sporulation protein AA	UPI00166C6046	Caldalkalibacillus thermarum	209	296745
UniRef100_A0A398BGL3	Cluster: Stage V sporulation protein AA	A0A398BGL3	Peribacillus asahii	205	228899
UniRef100_A0A855DC58	Cluster: Stage V sporulation protein AA	A0A855DC58; UPI001C552418	Bacillus toyonensis	206	155322
UniRef100_A0A2N1K3Q9	Cluster: Stage V sporulation protein AA	A0A2N1K3Q9; UPI001E33CE4D	Bacillus sp. SN10	206	2056493
UniRef100_UPI000BF43BE9	Cluster: stage V sporulation protein AA	UPI000BF43BE9	Bacillus thuringiensis	206	1428
UniRef100_A0A3Q9RPJ2	Cluster: Stage V sporulation protein AA	A0A3Q9RPJ2	Peribacillus asahii	205	228899
UniRef100_UPI0011A64269	Cluster: stage V sporulation protein AA	UPI0011A64269	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_A0A2N5H8E3	Cluster: Stage V sporulation protein AA	A0A2N5H8E3	Neobacillus cucumis	206	1740721
UniRef100_A0A2B6U754	Cluster: Stage V sporulation protein AA	A0A2B6U754	Bacillus wiedmannii	206	1890302
UniRef100_A0A1V9B9H0	Cluster: Stage V sporulation protein AA	A0A1V9B9H0	Geobacillus sp. 46C-IIa	207	1963025
UniRef100_A0A073K181	Cluster: Stage V sporulation protein AA	A0A073K181	Bacillus manliponensis	206	574376
UniRef100_A0A4R2P9W9	Cluster: Stage V sporulation protein AA	A0A4R2P9W9	Scopulibacillus darangshiensis	207	442528
UniRef100_A0A653PHE7	Cluster: Stage V sporulation protein AA	A0A653PHE7; UPI0019157B2F	Bacillus mycoides; Bacillus sp. 71	206	1405; 593090
UniRef100_A0A2C1E4H3	Cluster: Stage V sporulation protein AA	A0A2C1E4H3; A0A1E8B3Q4	Bacillus cereus; Bacillus mycoides	206	1396; 1405
UniRef100_A0A077J1Q5	Cluster: Stage V sporulation protein AA	A0A077J1Q5	Bacillus sp. X1(2014)	206	1565991
UniRef100_A0A1J6WSH4	Cluster: Stage V sporulation protein AA	A0A1J6WSH4	Rossellomorea aquimaris	206	189382
UniRef100_J9C9N7	Cluster: SporV_AA domain-containing protein	J9C9N7; UPI001E5BCCF9	Bacillus cereus HuA2-1; Bacillus cereus group	206	1053201; 86661
UniRef100_A0A1Y0CQ67	Cluster: Stage V sporulation protein AA	A0A1Y0CQ67	Sutcliffiella horikoshii	206	79883
UniRef100_UPI000BB9867A	Cluster: stage V sporulation protein AA	UPI000BB9867A	Bacillus	206	1386
UniRef100_UPI0005CD8ED9	Cluster: stage V sporulation protein AA	UPI0005CD8ED9	Bacillus alveayuensis	207	279215
UniRef100_A0A150M4J0	Cluster: Stage V sporulation protein AA (SpoVAA)	A0A150M4J0; A0A0K9HLQ0; A0A0Q0YN97	Geobacillus stearothermophilus (Bacillus stearothermophilus); Geobacillus sp. Sah69	228	1422; 1737624
UniRef100_A0A1R1QG02	Cluster: Stage V sporulation protein AA	A0A1R1QG02	Bacillus swezeyi	206	1925020
UniRef100_UPI0003673B5C	Cluster: stage V sporulation protein AA	UPI0003673B5C	Bacillus sp. 123MFChir2	206	1169144
UniRef100_A0A7V7VC67	Cluster: Stage V sporulation protein AA	A0A7V7VC67	Bacillus luti	206	2026191
UniRef100_A0A1Q9Q0Q3	Cluster: Stage V sporulation protein AA	A0A1Q9Q0Q3	Bacillus sp. MRMR6	204	1928617
UniRef100_A0A2A8UCE1	Cluster: Stage V sporulation protein AA	A0A2A8UCE1	Bacillus cereus	206	1396
UniRef100_A0A0K9YR45	Cluster: Stage V sporulation protein AA	A0A0K9YR45	Brevibacillus reuszeri	204	54915
UniRef100_UPI000CCC5859	Cluster: stage V sporulation protein AA	UPI000CCC5859	Brevibacillus reuszeri	204	54915
UniRef100_A0A268IIU6	Cluster: Stage V sporulation protein AA	A0A268IIU6; UPI001B28A317	Bacillus sp. 7504-2; Robertmurraya siralis	206	2022547; 77777
UniRef100_UPI001BEBDC1D	Cluster: stage V sporulation protein AA	UPI001BEBDC1D	Bacillus sp. ISL-41	205	2819127
UniRef100_A0A7M1SD53	Cluster: Stage V sporulation protein AA	A0A7M1SD53	Bacillus sp. HD4P25	206	2779776
UniRef100_A0A328LGM8	Cluster: Stage V sporulation protein AA	A0A328LGM8; UPI001C660D7A	Bacillus sp. SRB_331; Bacillus	206	1969379; 1386
UniRef100_A0A2A8NZI6	Cluster: Stage V sporulation protein AA	A0A2A8NZI6	Bacillus cereus	206	1396
UniRef100_UPI000368D24A	Cluster: stage V sporulation protein AA	UPI000368D24A	Bacillus	206	1386
UniRef100_A0A6I1FED4	Cluster: Stage V sporulation protein AA	A0A6I1FED4	Bacillus sp. B1-b2	206	2653201
UniRef100_A4IQI3	Cluster: Stage V sporulation protein AA	A4IQI3; A0A0Q1EI79	Geobacillus thermodenitrificans (strain NG80-2); Geobacillus sp. PA-3	210	420246; 1699078
UniRef100_UPI0011AB1A84	Cluster: stage V sporulation protein AA	UPI0011AB1A84	Cytobacillus oceanisediminis	205	665099
UniRef100_A0A3D8GKN2	Cluster: Stage V sporulation protein AA	A0A3D8GKN2	Neobacillus piezotolerans	207	2259171
UniRef100_UPI000D034FF9	Cluster: stage V sporulation protein AA	UPI000D034FF9	unclassified Bacillus (in: Bacteria)	207	185979
UniRef100_UPI00082D23D7	Cluster: stage V sporulation protein AA	UPI00082D23D7	Bacillus sp. FJAT-29814	206	1729688
UniRef100_A0A8G1JC01	Cluster: Stage V sporulation protein AA	A0A8G1JC01	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_A0A2C1YVV6	Cluster: Stage V sporulation protein AA	A0A2C1YVV6	Bacillus sp. AFS037270	206	2033499
UniRef100_C2X275	Cluster: SporV_AA domain-containing protein	C2X275; A0A2C3SW84; A0A242WPZ6; A0A7T3MMB3; C2VGA0; K0FTT2; A0A345XBR2; A0A828XS41; C2UZZ8	Bacillus cereus Rock4-18; Bacillus toyonensis; Bacillus thuringiensis serovar cameroun; Bacillus thuringiensis; Bacillus cereus Rock3-29; Bacillus thuringiensis MC28; Bacillus sp. COPE52; Bacillus cereus Rock3-28	206	526988; 155322; 180885; 1428; 526984; 1195464; 2233998; 526983
UniRef100_A0A3G6USZ9	Cluster: Stage V sporulation protein AA	A0A3G6USZ9	Bacillus sp. FJAT-42376	205	2014076
UniRef100_UPI0018740B8D	Cluster: stage V sporulation protein AA	UPI0018740B8D	Cytobacillus luteolus	206	682179
UniRef100_A0A855RK14	Cluster: Stage V sporulation protein AA	A0A855RK14	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_UPI000BEB5556	Cluster: stage V sporulation protein SpoVAA	UPI000BEB5556; UPI001F0B12D1	Bacillus wiedmannii	206	1890302
UniRef100_A0A073KFH5	Cluster: Stage V sporulation protein AA	A0A073KFH5	Bacillus gaemokensis	206	574375
UniRef100_UPI001B3A4868	Cluster: stage V sporulation protein AA	UPI001B3A4868	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_A8FES8	Cluster: Stage V sporulation protein AA	A8FES8	Bacillus pumilus (strain SAFR-032)	206	315750
UniRef100_UPI00128D7623	Cluster: stage V sporulation protein AA	UPI00128D7623	Bacillus paralicheniformis	206	1648923
UniRef100_UPI0011A76BA0	Cluster: stage V sporulation protein AA	UPI0011A76BA0	Bacillus paralicheniformis	206	1648923
UniRef100_A0A1E5LHQ2	Cluster: Stage V sporulation protein AA	A0A1E5LHQ2	Bacillus solimangrovi	206	1305675
UniRef100_UPI0005EDC636	Cluster: stage V sporulation protein AA	UPI0005EDC636	Neobacillus niacini	206	86668
UniRef100_UPI001AFF5FA0	Cluster: stage V sporulation protein AA	UPI001AFF5FA0	Brevibacillus reuszeri	204	54915
UniRef100_A0A098F221	Cluster: Stage V sporulation protein AA	A0A098F221	Bacillus sp. B-jedd	207	1476857
UniRef100_UPI00145C2C82	Cluster: stage V sporulation protein AA	UPI00145C2C82	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_A0A6I7U6E9	Cluster: Stage V sporulation protein AA (SpoVAA)	A0A6I7U6E9	Bacillus paralicheniformis	206	1648923
UniRef100_UPI0007178FAC	Cluster: stage V sporulation protein AA	UPI0007178FAC	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_UPI0011EF504C	Cluster: stage V sporulation protein AA	UPI0011EF504C	Bacillus paralicheniformis	206	1648923
UniRef100_UPI000BF86CE8	Cluster: stage V sporulation protein SpoVAA	UPI000BF86CE8	Bacillus wiedmannii	206	1890302
UniRef100_A0A267XCC3	Cluster: Stage V sporulation protein AA	A0A267XCC3	Bacillus sp. 7788	206	2021692
UniRef100_A0A1S2LDY0	Cluster: Stage V sporulation protein AA	A0A1S2LDY0	Anaerobacillus alkalilacustris	207	393763
UniRef100_Q65HU5	Cluster: SpoVAA	Q65HU5; T5HNW8	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46); Bacillus licheniformis CG-B52	206	279010; 1368424
UniRef100_A0A3E2JTK1	Cluster: Stage V sporulation protein AA	A0A3E2JTK1	Bacillus sp. V59.32b	206	1758642
UniRef100_UPI00158A408A	Cluster: stage V sporulation protein AA	UPI00158A408A	Bacillus sp. MRMR6	221	1928617
UniRef100_A0A553SL16	Cluster: Stage V sporulation protein AA	A0A553SL16	Niallia circulans (Bacillus circulans)	206	1397
UniRef100_A0A0A8X6S0	Cluster: Stage V sporulation protein AA (SpoVAA)	A0A0A8X6S0	Mesobacillus selenatarsenatis SF-1	205	1321606
UniRef100_A0A3S3SLZ5	Cluster: Stage V sporulation protein AA	A0A3S3SLZ5	Niallia taxi	206	2499688
UniRef100_UPI001C988BB8	Cluster: stage V sporulation protein AA	UPI001C988BB8	Fictibacillus nanhaiensis	206	742169
UniRef100_UPI000A80BC77	Cluster: stage V sporulation protein AA	UPI000A80BC77	Bacillus gaemokensis	208	574375
UniRef100_A0A0J5VWJ5	Cluster: Stage V sporulation protein AA	A0A0J5VWJ5	Rossellomorea marisflavi	206	189381
UniRef100_A0A2B0ML32	Cluster: Stage V sporulation protein AA	A0A2B0ML32	Bacillus cereus	206	1396
UniRef100_A0A6C1WDH6	Cluster: SporV_AA domain-containing protein	A0A6C1WDH6	Bacillus licheniformis	206	1402
UniRef100_R8NVW4	Cluster: Stage V sporulation protein AA	R8NVW4; A0A1Y3MQC9; UPI0001A14D35; UPI00195515F6	Bacillus cereus VD136; Bacillus pseudomycoides	206	1053234; 64104
UniRef100_UPI0003120CEF	Cluster: stage V sporulation protein AA	UPI0003120CEF	Bacillus	206	1386
UniRef100_UPI0009986D1B	Cluster: stage V sporulation protein AA	UPI0009986D1B	Bacillus alkalicellulosilyticus	213	1912214
UniRef100_A0A072NJ87	Cluster: Stage V sporulation protein AA	A0A072NJ87	Schinkia azotoformans MEV2011	208	1348973
UniRef100_UPI001C8D808F	Cluster: stage V sporulation protein AA	UPI001C8D808F	Neobacillus niacini	206	86668
UniRef100_UPI001C8E6045	Cluster: stage V sporulation protein AA	UPI001C8E6045	Bacillus bingmayongensis	206	1150157
UniRef100_A0A0M5JGG2	Cluster: Stage V sporulation protein AA	A0A0M5JGG2	Bacillus gobiensis	206	1441095
UniRef100_UPI001CC4C5BC	Cluster: stage V sporulation protein AA	UPI001CC4C5BC	Metabacillus sp. DBTR6	207	2875709
UniRef100_A0A0V8HM49	Cluster: Stage V sporulation protein AA	A0A0V8HM49; A0A8A4JUS8; A0A8E8KCQ9	Bacillus enclensis; Bacillus sp. V3; Bacillus haikouensis	206	1402860; 2795526; 1510468
UniRef100_A0A6N3WH36	Cluster: Stage V sporulation protein AA	A0A6N3WH36; A0A150MKT6; A0A679FJ47	Geobacillus icigianus; Geobacillus sp. B4113_201601; Geobacillus subterraneus	207	1430331; 1586290; 129338
UniRef100_UPI000A07873D	Cluster: stage V sporulation protein AA	UPI000A07873D	Anaerobacillus alkalilacustris	235	393763
UniRef100_UPI001BED0A33	Cluster: stage V sporulation protein AA	UPI001BED0A33	Bacteria	205	2
UniRef100_A0A0M0KZK8	Cluster: Stage V sporulation protein AA	A0A0M0KZK8	Priestia koreensis	204	284581
UniRef100_UPI00168AA6B6	Cluster: stage V sporulation protein AA	UPI00168AA6B6	Peribacillus faecalis	208	2772559
UniRef100_A0A837EFP1	Cluster: SporV_AA domain-containing protein	A0A837EFP1	Bacillus pumilus (Bacillus mesentericus)	206	1408
UniRef100_A0A846TRB1	Cluster: Stage V sporulation protein AA	A0A846TRB1	Mesobacillus selenatarsenatis	205	388741
UniRef100_UPI001CD60B73	Cluster: stage V sporulation protein AA	UPI001CD60B73	Alkalihalobacillus algicola	200	225844
UniRef100_A0A653Q3R1	Cluster: Stage V sporulation protein AA	A0A653Q3R1	Bacillus sp. 349Y	207	2653176
UniRef100_UPI00115BD31B	Cluster: stage V sporulation protein AA	UPI00115BD31B	Neobacillus piezotolerans	240	2259171
UniRef100_UPI0012E252C3	Cluster: stage V sporulation protein AA	UPI0012E252C3	Bacillus sp. FJAT-21352	206	1581030
UniRef100_A0A854KK30	Cluster: Stage V sporulation protein AA	A0A854KK30; UPI001BE03807	Bacillus thuringiensis serovar shandongiensis; Bacillus cereus group	206	180886; 86661
UniRef100_A0A3Q9SJ65	Cluster: Stage V sporulation protein AA	A0A3Q9SJ65	[Brevibacterium] frigoritolerans	206	450367
UniRef100_A0A1L6ZMQ3	Cluster: Stage V sporulation protein AA	A0A1L6ZMQ3; A0A0B4S8Y9	Bacillus safensis; Bacillus sp. WP8	206	561879; 756828
