Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A2T0LJS8	Cluster: Stage V sporulation protein AD	A0A2T0LJS8	Planifilum fimeticola	333	201975
UniRef100_UPI0018982808	Cluster: stage V sporulation protein AD	UPI0018982808	unclassified Clostridium	344	2614128
UniRef100_A0A7X0RN14	Cluster: Stage V sporulation protein AD	A0A7X0RN14	Cohnella nanjingensis	342	1387779
UniRef100_A0A416I315	Cluster: Stage V sporulation protein AD	A0A416I315; A0A3R6QJS5; A0A3R6WGD3; A0A8I0DUA2	Clostridium sp. AM54-37XD; Clostridium sp. AM54-14XD; Clostridium sp. OM05-9; Coprococcus sp. NSJ-10	346	2293038; 2293037; 2293045; 2763039
UniRef100_K6SW96	Cluster: Stage V sporulation protein AD	K6SW96	Clostridium sp. Maddingley MBC34-26	339	1196322
UniRef100_A0A7V6TLQ9	Cluster: Stage V sporulation protein AD	A0A7V6TLQ9	Tissierellia bacterium	339	2049431
UniRef100_A0A7C9L527	Cluster: Stage V sporulation protein AD	A0A7C9L527	Firmicutes bacterium	334	1879010
UniRef100_UPI0014594797	Cluster: stage V sporulation protein AD	UPI0014594797	Clostridium cochlearium	340	1494
UniRef100_A0A2S6FVZ2	Cluster: Stage V sporulation protein AD	A0A2S6FVZ2	Clostridium algidicarnis DSM 15099	333	1121295
UniRef100_A0A6I2M576	Cluster: Stage V sporulation protein AD	A0A6I2M576; A0A1S1FVY3	Metabacillus idriensis; Bacillus sp. HMSC76G11	337	324768; 1608910
UniRef100_A0A1D9FN22	Cluster: Stage V sporulation protein AD	A0A1D9FN22	Clostridium formicaceticum	341	1497
UniRef100_A0A172TJQ3	Cluster: SpoVAD	A0A172TJQ3	Paenibacillus swuensis	338	1178515
UniRef100_A0A6B4LG55	Cluster: Stage V sporulation protein AD	A0A6B4LG55; B2TLY4	Clostridium botulinum; Clostridium botulinum (strain Eklund 17B / Type B)	339	1491; 935198
UniRef100_UPI000BF844CE	Cluster: stage V sporulation protein AD	UPI000BF844CE	Paenibacillus	337	44249
UniRef100_UPI00041B28EF	Cluster: stage V sporulation protein AD	UPI00041B28EF	Paenibacillus massiliensis	339	225917
UniRef100_UPI0001E2E2FE	Cluster: stage V sporulation protein AD	UPI0001E2E2FE	Acetivibrio cellulolyticus	339	35830
UniRef100_A0A0C2S2Q3	Cluster: Stage V sporulation protein AD	A0A0C2S2Q3	Jeotgalibacillus soli	337	889306
UniRef100_A0A399IQW3	Cluster: Stage V sporulation protein AD	A0A399IQW3	Clostridium chromiireducens	339	225345
UniRef100_A0A8G0Y8Y3	Cluster: Stage V sporulation protein AD	A0A8G0Y8Y3	Aneurinibacillus thermoaerophilus	333	143495
UniRef100_A0A1V4IT94	Cluster: Stage V sporulation protein AD	A0A1V4IT94	Clostridium chromiireducens	339	225345
UniRef100_UPI00197FDD63	Cluster: stage V sporulation protein AD	UPI00197FDD63	Paenibacillus apiarius	335	46240
UniRef100_A0A7X0S2D0	Cluster: Stage V sporulation protein AD	A0A7X0S2D0	Clostridium algidicarnis	333	37659
UniRef100_A0A0M0A9P1	Cluster: Stage V sporulation protein AD	A0A0M0A9P1	Clostridium botulinum	339	1491
UniRef100_A0A1H7W0Q8	Cluster: Stage V sporulation protein AD	A0A1H7W0Q8	Paenibacillus sp. cl141a	337	1761877
UniRef100_D5X7D2	Cluster: Stage V sporulation protein AD	D5X7D2	Thermincola potens (strain JR)	349	635013
UniRef100_A0A223D0V2	Cluster: Stage V sporulation protein AD	A0A223D0V2	Tumebacillus algifaecis	339	1214604
UniRef100_A0A7X7BG42	Cluster: Stage V sporulation protein AD	A0A7X7BG42	Clostridiaceae bacterium	340	1898204
UniRef100_A0A1C5TMZ7	Cluster: Stage V sporulation protein AD	A0A1C5TMZ7	uncultured Coprococcus sp.	339	458253
UniRef100_UPI00063F929E	Cluster: stage V sporulation protein AD	UPI00063F929E	Aneurinibacillus tyrosinisolvens	335	1443435
UniRef100_A0A239DYA0	Cluster: Stage V sporulation protein AD	A0A239DYA0	Anaerovirgula multivorans	337	312168
UniRef100_A0A7M1SJL3	Cluster: Stage V sporulation protein AD	A0A7M1SJL3	Bacillus sp. HD4P25	338	2779776
UniRef100_A0A6N9K4H7	Cluster: Stage V sporulation protein AD	A0A6N9K4H7; A0A1Q6MH08	Coprococcus sp. BIOML-A2; Coprococcus sp. CAG:131_42_139	341	2584636; 1896997
UniRef100_A0A373ZI78	Cluster: Stage V sporulation protein AD	A0A373ZI78; UPI0015F336EB	Clostridium sp. AF15-31	346	2292995
UniRef100_UPI00189D7C04	Cluster: stage V sporulation protein AD	UPI00189D7C04	Clostridium tertium	344	1559
UniRef100_A0A0L6W5P1	Cluster: Stage V sporulation protein AD	A0A0L6W5P1	Thermincola ferriacetica	349	281456
UniRef100_A0A1I2MXE5	Cluster: Stage V sporulation protein AD	A0A1I2MXE5	Planifilum fulgidum	333	201973
UniRef100_UPI00078314E8	Cluster: stage V sporulation protein AD	UPI00078314E8	Paenibacillus pabuli	338	1472
UniRef100_R6B3G9	Cluster: Stage V sporulation protein AD	R6B3G9	Clostridium sp. CAG:245	334	1262784
UniRef100_A0A6I0F371	Cluster: Stage V sporulation protein AD	A0A6I0F371	Alkaliphilus pronyensis	333	1482732
UniRef100_B0TIA6	Cluster: Stage v sporulation protein ad	B0TIA6	Heliobacterium modesticaldum (strain ATCC 51547 / Ice1)	336	498761
UniRef100_A0A2M9MVL5	Cluster: Stage V sporulation protein AD	A0A2M9MVL5	Paenibacillus sp. GM2FR	337	2059268
UniRef100_A0A1I3NZG1	Cluster: Stage V sporulation protein AD	A0A1I3NZG1	Thermoflavimicrobium dichotomicum	337	46223
UniRef100_A0A4Q2LGQ4	Cluster: Stage V sporulation protein AD	A0A4Q2LGQ4	Paenibacillaceae bacterium	336	2003592
UniRef100_A0A5M9NCI0	Cluster: Stage V sporulation protein AD	A0A5M9NCI0	Clostridium sp. HV4-5-A1G	333	2004595
UniRef100_UPI0005099144	Cluster: stage V sporulation protein AD	UPI0005099144	Clostridium sp. NSJ-6	333	2763036
UniRef100_UPI001438DE9E	Cluster: stage V sporulation protein AD	UPI001438DE9E	Paenibacillus sp. HB172176	340	2493690
UniRef100_A0A174JFX7	Cluster: Stage V sporulation protein AD	A0A174JFX7	Clostridium disporicum	339	84024
UniRef100_A0A833MAR9	Cluster: Stage V sporulation protein AD	A0A833MAR9	Alkaliphilus serpentinus	333	1482731
UniRef100_A0A1H2YN20	Cluster: Stage V sporulation protein AD	A0A1H2YN20	Paenibacillus sp. PDC88	339	1884375
UniRef100_A0A3G6UX48	Cluster: Stage V sporulation protein AD	A0A3G6UX48	Bacillus sp. FJAT-42376	339	2014076
UniRef100_A0A381J6L7	Cluster: Stage V sporulation protein AD	A0A381J6L7	Clostridium putrefaciens	333	99675
UniRef100_A0A8D6R196	Cluster: Stage V sporulation protein AD	A0A8D6R196	Clostridium sp. C5S11	339	704125
UniRef100_G4HDX0	Cluster: Stage V sporulation protein AD	G4HDX0	Paenibacillus lactis 154	339	743719
UniRef100_A0A0G9LDW3	Cluster: Stage V sporulation protein AD	A0A0G9LDW3; R9C764; A0A644YBG9	Clostridium sp. C8; Clostridium sartagoforme AAU1; bioreactor metagenome	344	1667357; 1202534; 1076179
UniRef100_F3M9N6	Cluster: Stage V sporulation protein AD	F3M9N6; A0A385TPF0	Paenibacillus sp. HGF5; Paenibacillus lautus (Bacillus lautus)	337	908341; 1401
UniRef100_D3ELX8	Cluster: Stage V sporulation protein AD	D3ELX8	Geobacillus sp. (strain Y412MC10)	337	481743
UniRef100_A0A0U5AQ73	Cluster: Stage V sporulation protein AD	A0A0U5AQ73	Aneurinibacillus soli	335	1500254
UniRef100_A0A3A1VI97	Cluster: Stage V sporulation protein AD	A0A3A1VI97	Paenibacillus nanensis	340	393251
UniRef100_A0A1F8U4P2	Cluster: Stage V sporulation protein AD	A0A1F8U4P2	Clostridiales bacterium GWB2_37_7	334	1797677
UniRef100_UPI001D142BDB	Cluster: stage V sporulation protein AD	UPI001D142BDB	Cohnella sp. REN36	342	2887347
UniRef100_UPI00119F380F	Cluster: stage V sporulation protein AD	UPI00119F380F	Geobacillus sp. (strain Y412MC10)	337	481743
UniRef100_UPI001C11A1B8	Cluster: stage V sporulation protein AD	UPI001C11A1B8	Paenibacillus sp. MSJ-6	339	2841508
UniRef100_A0A8D9L5Q2	Cluster: Stage V sporulation protein AD	A0A8D9L5Q2; A0A416VDT4	Coprococcus eutactus; Coprococcus sp. AF16-5	341	33043; 2293088
UniRef100_A0A3A6JPM9	Cluster: Stage V sporulation protein AD	A0A3A6JPM9	Coprococcus sp. AF38-1	341	2302943
UniRef100_UPI00189A9C18	Cluster: stage V sporulation protein AD	UPI00189A9C18	unclassified Clostridium	333	2614128
UniRef100_UPI00063F852E	Cluster: stage V sporulation protein AD	UPI00063F852E	Aneurinibacillus tyrosinisolvens	335	1443435
UniRef100_A0A4R4AFA3	Cluster: Stage V sporulation protein AD	A0A4R4AFA3	Laceyella sacchari (Thermoactinomyces thalpophilus)	347	37482
UniRef100_A0A559J702	Cluster: Stage V sporulation protein AD	A0A559J702	Cohnella terricola	338	1289167
UniRef100_UPI001C0DF24D	Cluster: stage V sporulation protein AD	UPI001C0DF24D	Clostridium algidicarnis	333	37659
UniRef100_A0A1S2EYG1	Cluster: Stage V sporulation protein AD	A0A1S2EYG1	Paenibacillus sp. LC231	337	1120679
UniRef100_A0A2N2D5Y2	Cluster: Stage V sporulation protein AD	A0A2N2D5Y2	Firmicutes bacterium HGW-Firmicutes-15	333	2013776
UniRef100_UPI0011783369	Cluster: stage V sporulation protein AD	UPI0011783369	Clostridium sp. HBUAS56017	340	2571128
UniRef100_A0A1M4SWX3	Cluster: Stage V sporulation protein AD	A0A1M4SWX3; A0A3F3S5N2	Tissierella praeacuta DSM 18095; Tissierella praeacuta	339	1123404; 43131
UniRef100_UPI001C0CA3E0	Cluster: stage V sporulation protein AD	UPI001C0CA3E0	Clostridium algidicarnis	333	37659
UniRef100_A0A2T0YPK6	Cluster: Stage V sporulation protein AD	A0A2T0YPK6	Laceyella sediminis	347	573074
UniRef100_A0A0J1GF52	Cluster: Uncharacterized protein	A0A0J1GF52; A0A4U8QCC7	Robinsoniella sp. RHS; Robinsoniella peoriensis	336	1504536; 180332
UniRef100_UPI001CBD4332	Cluster: stage V sporulation protein AD	UPI001CBD4332	Bacillus sp. BY2G20	340	2874282
UniRef100_UPI0009859139	Cluster: stage V sporulation protein AD	UPI0009859139	Paenibacillus ihbetae	339	1870820
UniRef100_UPI00032DB237	Cluster: stage V sporulation protein AD	UPI00032DB237	Bacillus atrophaeus	338	1452
UniRef100_UPI000421AD4D	Cluster: stage V sporulation protein AD	UPI000421AD4D	Bacillus sp. FJAT-14578	338	1208600
UniRef100_UPI001950D853	Cluster: stage V sporulation protein AD	UPI001950D853	Bacillus sp. RD4P76	337	2810349
UniRef100_UPI0009846301	Cluster: stage V sporulation protein AD	UPI0009846301	Anaerosalibacter sp. Marseille-P3206	339	1871005
UniRef100_UPI0003A1AE8F	Cluster: stage V sporulation protein AD	UPI0003A1AE8F	Paenibacillus massiliensis	339	225917
UniRef100_UPI000994BB4C	Cluster: stage V sporulation protein AD	UPI000994BB4C	Priestia abyssalis	338	1221450
UniRef100_UPI001A26D1FF	Cluster: stage V sporulation protein AD	UPI001A26D1FF	Clostridium aciditolerans	333	339861
UniRef100_A0A6B0DZA7	Cluster: Stage V sporulation protein AD	A0A6B0DZA7	Clostridium chromiireducens	339	225345
UniRef100_A0A6M0V1E2	Cluster: Stage V sporulation protein AD	A0A6M0V1E2	Clostridium botulinum	339	1491
UniRef100_UPI0007518214	Cluster: stage V sporulation protein AD	UPI0007518214	Bacillus halotolerans	338	260554
UniRef100_A0A0F2PEK7	Cluster: SpoVAD	A0A0F2PEK7; A0A359B1Y5	Peptococcaceae bacterium BRH_c8a; Desulfotomaculum sp.	336	1629715; 41211
UniRef100_A0A416YVU9	Cluster: Stage V sporulation protein AD	A0A416YVU9	Roseburia sp. AF12-17LB	337	2293127
UniRef100_UPI001C9A7AE2	Cluster: stage V sporulation protein AD	UPI001C9A7AE2	Clostridium botulinum	339	1491
UniRef100_A0A1H4J273	Cluster: Stage V sporulation protein AD	A0A1H4J273	Paenibacillus sp. GP183	340	1882751
UniRef100_UPI001CA4F315	Cluster: stage V sporulation protein AD	UPI001CA4F315	Clostridium sp. YB-6	333	2859781
UniRef100_UPI001358CC6F	Cluster: stage V sporulation protein AD	UPI001358CC6F	Paenibacillus sp. An7	340	2689577
UniRef100_A0A2N2E0Z3	Cluster: Stage V sporulation protein AD	A0A2N2E0Z3	Firmicutes bacterium HGW-Firmicutes-12	333	2013773
UniRef100_A0A1R1RLE8	Cluster: Stage V sporulation protein AD	A0A1R1RLE8	Bacillus haynesii	339	1925021
UniRef100_A0A4R2K9T0	Cluster: Stage V sporulation protein AD	A0A4R2K9T0	Marinisporobacter balticus	337	2018667
UniRef100_A0A1B1Z4L3	Cluster: Stage V sporulation protein AD	A0A1B1Z4L3	Fictibacillus arsenicus	337	255247
UniRef100_A0A329L0Y5	Cluster: Stage V sporulation protein AD	A0A329L0Y5	Paenibacillus sp. YN15	338	1742774
UniRef100_A0A1B2DX35	Cluster: Stage V sporulation protein AD	A0A1B2DX35	Paenibacillus ihbetae	339	1870820
UniRef100_UPI00197D50AF	Cluster: stage V sporulation protein AD	UPI00197D50AF	Aneurinibacillus sp. BA2021	335	2814426
UniRef100_A0A354D1N3	Cluster: Stage V sporulation protein AD	A0A354D1N3	Lachnospiraceae bacterium	342	1898203
UniRef100_UPI00192B3A83	Cluster: stage V sporulation protein AD	UPI00192B3A83	Clostridium sp. YIM B02515	333	2803861
UniRef100_UPI00145D165C	Cluster: stage V sporulation protein AD	UPI00145D165C	Paenibacillus sp. PL91	337	2729538
UniRef100_A0A1L5LUF1	Cluster: Stage V sporulation protein AD	A0A1L5LUF1	Paenibacillus xylanexedens	338	528191
UniRef100_UPI0019674393	Cluster: stage V sporulation protein AD	UPI0019674393	Clostridium botulinum	339	1491
UniRef100_A0A1V5BM13	Cluster: Stage V sporulation protein AD	A0A1V5BM13; UPI001F04D11E	Pelotomaculum sp. PtaU1.Bin035; Pelotomaculum terephthalicicum	337	1811695; 206393
UniRef100_R4K6M5	Cluster: Stage V sporulation protein AD	R4K6M5	Clostridium pasteurianum BC1	333	86416
UniRef100_A0A7C6SLE3	Cluster: Stage V sporulation protein AD	A0A7C6SLE3	Clostridium sp.	333	1506
UniRef100_A0A3R6U4T2	Cluster: Stage V sporulation protein AD	A0A3R6U4T2; A0A373KWA6; A0A373UJD2; A0A417TJY0	Roseburia sp. OM04-10AA; Roseburia sp. AF42-8; Roseburia sp. AF20-18LB; Roseburia sp. OM04-15AA	337	2293141; 2293137; 2293129; 2293143
UniRef100_A0A7X9CEY8	Cluster: Stage V sporulation protein AD	A0A7X9CEY8	Tissierellia bacterium	339	2049431
UniRef100_A0A3R6SI89	Cluster: Stage V sporulation protein AD	A0A3R6SI89	Roseburia sp. AF15-21	337	2293128
UniRef100_UPI001C7DA137	Cluster: stage V sporulation protein AD	UPI001C7DA137	Paenibacillus lautus (Bacillus lautus)	337	1401
UniRef100_A0A7X8DHS2	Cluster: Stage V sporulation protein AD	A0A7X8DHS2	Peptococcaceae bacterium	336	2052179
UniRef100_UPI001C115DB8	Cluster: stage V sporulation protein AD	UPI001C115DB8	Clostridium sp. MSJ-4	333	2841506
UniRef100_A0A1C6KTI5	Cluster: Stage V sporulation protein AD	A0A1C6KTI5	uncultured Clostridium sp.	339	59620
UniRef100_A0A3D5MWV8	Cluster: Stage V sporulation protein AD	A0A3D5MWV8	Clostridium sp.	337	1506
UniRef100_UPI00047B0B22	Cluster: stage V sporulation protein AD	UPI00047B0B22	Clostridium akagii	336	91623
UniRef100_A0A374K5G4	Cluster: Stage V sporulation protein AD	A0A374K5G4	Coprococcus sp. OM06-34AC	341	2293095
UniRef100_A0A7Y2PMK8	Cluster: Stage V sporulation protein AD	A0A7Y2PMK8	Caldanaerobacter subterraneus	338	911092
UniRef100_UPI0009AE5C69	Cluster: stage V sporulation protein AD	UPI0009AE5C69	Paenibacillus sp. 32352	340	1969111
UniRef100_A0A0M9BND7	Cluster: SpoVAD	A0A0M9BND7	Paenibacillus xylanivorans	338	1705561
UniRef100_A0A416HQY7	Cluster: Stage V sporulation protein AD	A0A416HQY7	Roseburia sp. AM59-24XD	354	2293138
UniRef100_A0A1C5X8P9	Cluster: Stage V sporulation protein AD	A0A1C5X8P9	uncultured Roseburia sp.	337	512314
UniRef100_A0A6I6EVN6	Cluster: Stage V sporulation protein AD	A0A6I6EVN6	Clostridium bovifaecis	338	2184719
UniRef100_A0A355WB61	Cluster: Stage V sporulation protein AD	A0A355WB61	Clostridiaceae bacterium	338	1898204
UniRef100_A0A1R0WDS9	Cluster: Stage V sporulation protein AD	A0A1R0WDS9	Paenibacillus sp. FSL H7-0326	339	1921144
UniRef100_A0A1H7KZM6	Cluster: Stage V sporulation protein AD	A0A1H7KZM6	Paenibacillus sp. OK003	338	1884380
UniRef100_UPI0004E0FD85	Cluster: stage V sporulation protein AD	UPI0004E0FD85	Desulfohalotomaculum alkaliphilum	334	105483
UniRef100_UPI000B846CD5	Cluster: stage V sporulation protein AD	UPI000B846CD5	Paenibacillus amylolyticus	338	1451
UniRef100_A0A1H8EX47	Cluster: Stage V sporulation protein AD	A0A1H8EX47	Lihuaxuella thermophila	338	1173111
UniRef100_A0A837XV72	Cluster: Uncharacterized protein	A0A837XV72; A0A7U5BUJ3; A0A0H3E0Z8	Bacillus atrophaeus; Bacillus subtilis subsp. globigii; Bacillus atrophaeus (strain 1942)	338	1452; 1496303; 720555
UniRef100_UPI000E4AD0D6	Cluster: stage V sporulation protein AD	UPI000E4AD0D6	Coprococcus sp. TF11-13	341	2293096
UniRef100_A0A6H2GZ19	Cluster: Stage V sporulation protein AD	A0A6H2GZ19	Paenibacillus albicereus	339	2726185
UniRef100_A0A4V3B7R0	Cluster: Stage V sporulation protein AD	A0A4V3B7R0; A0A3N6C111; A0A1R1FF64; A0A1G6KIX8; A0A5M9UF36	Paenibacillus amylolyticus; Paenibacillus xylanexedens; Paenibacillus sp. FSL R5-0765; Paenibacillus sp. CF095; Paenibacillus sp. UASWS1643	338	1451; 528191; 1920425; 1881033; 2580422
UniRef100_UPI0019686E96	Cluster: stage V sporulation protein AD	UPI0019686E96	Clostridium botulinum	339	1491
UniRef100_A0A418TCI5	Cluster: Stage V sporulation protein AD	A0A418TCI5	Paenibacillus sp. 1011MAR3C5	340	1675787
UniRef100_A0A7X8L914	Cluster: Stage V sporulation protein AD	A0A7X8L914	Epulopiscium sp.	339	2384
UniRef100_A0A847WHB8	Cluster: Stage V sporulation protein AD	A0A847WHB8	Epulopiscium sp.	340	2384
UniRef100_A0A2S8X6H9	Cluster: Stage V sporulation protein AD	A0A2S8X6H9	Paenibacillus sp. MYb63	338	1848709
UniRef100_A0A3D5KFC5	Cluster: Stage V sporulation protein AD	A0A3D5KFC5; A0A7X8MS09	Clostridium sp.; Clostridia bacterium	333	1506; 2044939
UniRef100_A0A1D7XK45	Cluster: Stage V sporulation protein AD	A0A1D7XK45	Clostridium taeniosporum	333	394958
UniRef100_UPI0018761308	Cluster: stage V sporulation protein AD	UPI0018761308	Cytobacillus luteolus	339	682179
UniRef100_UPI00187AA886	Cluster: stage V sporulation protein AD	UPI00187AA886	Bacillus mojavensis subgroup	338	653388
UniRef100_A0A371PIU1	Cluster: Stage V sporulation protein AD	A0A371PIU1	Paenibacillus paeoniae	338	2292705
UniRef100_A0A831TP92	Cluster: Stage V sporulation protein AD	A0A831TP92	Paenibacillaceae bacterium	338	2003592
UniRef100_UPI0019562348	Cluster: stage V sporulation protein AD	UPI0019562348	Alkaliphilus hydrothermalis	340	1482730
UniRef100_A0A6N8B403	Cluster: Stage V sporulation protein AD	A0A6N8B403	Firmicutes bacterium	335	1879010
UniRef100_UPI000DE3E425	Cluster: stage V sporulation protein AD	UPI000DE3E425	Vallitalea guaymasensis	338	1185412
UniRef100_E0I334	Cluster: Stage V sporulation protein AD	E0I334	Paenibacillus curdlanolyticus YK9	337	717606
UniRef100_A0A1S8MTN0	Cluster: Stage V sporulation protein AD	A0A1S8MTN0	Clostridium saccharobutylicum	333	169679
UniRef100_M8EHC7	Cluster: Stage V sporulation protein AD	M8EHC7	Brevibacillus borstelensis AK1	339	1300222
UniRef100_A0A6N9Q3X5	Cluster: Stage V sporulation protein AD	A0A6N9Q3X5	Chengkuizengella marina	335	2507566
UniRef100_A0A0C2SIU0	Cluster: Stage V sporulation protein AD	A0A0C2SIU0	Clostridium botulinum	339	1491
UniRef100_A0A6H2JS05	Cluster: Stage V sporulation protein AD	A0A6H2JS05	Bacillus mojavensis	338	72360
UniRef100_A0A240AR19	Cluster: Stage V sporulation protein AD	A0A240AR19	Clostridium cochlearium	340	1494
UniRef100_UPI00145E4C77	Cluster: stage V sporulation protein AD	UPI00145E4C77	Bacillus sp. RO2	339	2723913
UniRef100_UPI001CA55501	Cluster: stage V sporulation protein AD	UPI001CA55501	Clostridium sp. YB-6	339	2859781
UniRef100_A0A1D7XHZ0	Cluster: Stage V sporulation protein AD	A0A1D7XHZ0	Clostridium taeniosporum	339	394958
UniRef100_R7K640	Cluster: Stage V sporulation protein AD	R7K640	Clostridium sp. CAG:277	357	1262790
UniRef100_A0A7X4YN82	Cluster: Stage V sporulation protein AD	A0A7X4YN82	Paenibacillus sacheonensis	338	742054
UniRef100_UPI0004792213	Cluster: stage V sporulation protein AD	UPI0004792213	Clostridiisalibacter paucivorans	338	408753
UniRef100_A0A371AV11	Cluster: Stage V sporulation protein AD	A0A371AV11	Anaerosacchariphilus polymeriproducens	336	1812858
UniRef100_A0A1T5MTI3	Cluster: Stage V sporulation protein AD	A0A1T5MTI3	Maledivibacter halophilus	339	36842
UniRef100_A0A0F2J687	Cluster: Stage V sporulation protein AD (SpoVAD)	A0A0F2J687	Desulfosporosinus sp. I2	334	1617025
UniRef100_R6P0B7	Cluster: Uncharacterized protein	R6P0B7; A0A350S2A4	Roseburia sp. CAG:45; Roseburia sp.	337	1262947; 2049040
UniRef100_UPI000E5576A3	Cluster: stage V sporulation protein AD	UPI000E5576A3	unclassified Roseburia	337	2637578
UniRef100_A0A839JZT5	Cluster: Stage V sporulation protein AD	A0A839JZT5	Variimorphobacter saccharofermentans	351	2755051
UniRef100_A0A3A6PSI3	Cluster: Stage V sporulation protein AD	A0A3A6PSI3	Paenibacillus pinisoli	337	1276110
UniRef100_A0A7X3GFN6	Cluster: Stage V sporulation protein AD	A0A7X3GFN6	Paenibacillus sp. MMS18-CY102	337	2682849
UniRef100_UPI001C0605B6	Cluster: stage V sporulation protein AD	UPI001C0605B6	Pelorhabdus rhamnosifermentans	334	2772457
UniRef100_A0A151B5B9	Cluster: Stage V sporulation protein AD	A0A151B5B9	Clostridium tepidiprofundi DSM 19306	340	1121338
UniRef100_A0A7X9D0F9	Cluster: Stage V sporulation protein AD	A0A7X9D0F9	Clostridium sp.	339	1506
UniRef100_UPI001C60C91A	Cluster: stage V sporulation protein AD	UPI001C60C91A	Cohnella sp. CFH 77786	346	2662265
UniRef100_UPI00166F1E87	Cluster: stage V sporulation protein AD	UPI00166F1E87	Paenibacillus nasutitermitis	335	1652958
UniRef100_A0A1R1B7S4	Cluster: Stage V sporulation protein AD	A0A1R1B7S4	Paenibacillus lautus (Bacillus lautus)	337	1401
UniRef100_A0A7W1WS59	Cluster: Stage V sporulation protein AD	A0A7W1WS59	Paenactinomyces guangxiensis	339	1490290
UniRef100_T0PGZ8	Cluster: SpoVAD	T0PGZ8	Clostridium sp. BL8	333	1354301
UniRef100_H3SDP1	Cluster: Stage V sporulation protein AD	H3SDP1	Paenibacillus dendritiformis C454	338	1131935
UniRef100_A0A069DB90	Cluster: Stage V sporulation protein AD	A0A069DB90	Paenibacillus sp. TCA20	339	1499968
UniRef100_UPI0005C90E51	Cluster: stage V sporulation protein AD	UPI0005C90E51	Paenibacillus antibioticophila	338	1274374
UniRef100_D5HGX8	Cluster: Stage V sporulation protein AD	D5HGX8; A0A174E6W1	Coprococcus sp. ART55/1; Coprococcus eutactus	341	751585; 33043
UniRef100_A0A7G9G857	Cluster: Stage V sporulation protein AD	A0A7G9G857	Lachnospiraceae bacterium NSJ-38	339	2763669
UniRef100_A0A4R6AEM6	Cluster: Stage V sporulation protein AD	A0A4R6AEM6	[Brevibacterium] frigoritolerans	340	450367
UniRef100_UPI0018ED000D	Cluster: stage V sporulation protein AD	UPI0018ED000D	Paenibacillus roseus	338	2798579
UniRef100_UPI001BE97086	Cluster: stage V sporulation protein AD	UPI001BE97086	Paenibacillus polymyxa (Bacillus polymyxa)	338	1406
UniRef100_A0A0M0KZ00	Cluster: Stage V sporulation protein AD	A0A0M0KZ00	Priestia koreensis	334	284581
UniRef100_UPI001C639AF1	Cluster: stage V sporulation protein AD	UPI001C639AF1	Paenibacillus oenotherae	337	1435645
UniRef100_A0A4Q7PNH7	Cluster: Stage V sporulation protein AD	A0A4Q7PNH7	Cuneatibacter caecimuris	333	1796618
UniRef100_A0A2N2A7Y5	Cluster: Stage V sporulation protein AD	A0A2N2A7Y5	Firmicutes bacterium HGW-Firmicutes-8	341	2013789
UniRef100_A0A269WCU8	Cluster: Stage V sporulation protein AD	A0A269WCU8; A0A268F4G5	Paenibacillus sp. 7541; Paenibacillus campinasensis	337	2026236; 66347
UniRef100_UPI001389CF70	Cluster: stage V sporulation protein AD	UPI001389CF70	Chengkuizengella sediminis	335	1885917
UniRef100_UPI000B7F7E93	Cluster: stage V sporulation protein AD	UPI000B7F7E93	Dehalobacterium formicoaceticum	334	51515
UniRef100_A0A1V4VK29	Cluster: Stage V sporulation protein AD	A0A1V4VK29	Pelotomaculum sp. PtaB.Bin117	337	1811694
UniRef100_A0A358GR72	Cluster: Stage V sporulation protein AD	A0A358GR72	Paenibacillus sp.	338	58172
UniRef100_UPI00096C1BC6	Cluster: stage V sporulation protein AD	UPI00096C1BC6	Paenibacillus amylolyticus	338	1451
UniRef100_A0A7C6PJR8	Cluster: Stage V sporulation protein AD	A0A7C6PJR8	Tepidimicrobium sp.	339	2184419
UniRef100_UPI0019110F3F	Cluster: stage V sporulation protein AD	UPI0019110F3F	Paenibacillus glycanilyticus	339	126569
UniRef100_A0A015MHF5	Cluster: SpoVAD	A0A015MHF5	Paenibacillus darwinianus	339	1380763
UniRef100_A0A7X0VV57	Cluster: Stage V sporulation protein AD	A0A7X0VV57	Cohnella zeiphila	344	2761120
UniRef100_UPI001C8E89D0	Cluster: stage V sporulation protein AD	UPI001C8E89D0	Clostridium sardiniense (Clostridium absonum)	333	29369
UniRef100_A0A7Y6EV52	Cluster: Stage V sporulation protein AD	A0A7Y6EV52	Paenibacillus xylanilyticus	338	248903
UniRef100_UPI001662B533	Cluster: stage V sporulation protein AD	UPI001662B533	Fictibacillus barbaricus	338	182136
UniRef100_A0A1B8WIT6	Cluster: Stage V sporulation protein AD	A0A1B8WIT6	Bacillus sp. FJAT-26390	337	1743142
UniRef100_UPI00036D41A5	Cluster: stage V sporulation protein AD	UPI00036D41A5	Paenibacillus massiliensis	339	225917
UniRef100_UPI000B49CEA6	Cluster: stage V sporulation protein AD	UPI000B49CEA6	Desulfosporosinus sp. FKB	334	1969835
UniRef100_A0A1H4HQ87	Cluster: Stage V sporulation protein AD	A0A1H4HQ87	Paenibacillus sp. 276b	338	1566277
UniRef100_A0A410PLU5	Cluster: Stage V sporulation protein AD	A0A410PLU5	Clostridium sp. JN-9	333	2507159
