id,name,RepID,species,len,Tax,Size
UniRef100_A0A419SUV4/11-154,Cluster: Stage V sporulation protein AC,A0A419SUV4,Thermohalobacter berrensis,159,99594,1.0
UniRef100_UPI00177CC181/5-149,Cluster: stage V sporulation protein AC,UPI00177CC181,Fictibacillus sp. Sa2CUA10,151,2762233,1.0
UniRef100_UPI00065E2D18/2-141,Cluster: stage V sporulation protein AC,UPI00065E2D18,Rubeoparvulum massiliense,143,1631346,1.0
UniRef100_A0A0K9GG85/8-153,Cluster: Stage V sporulation protein AC,A0A0K9GG85,Bacillus sp. FJAT-27916,156,1679169,1.0
UniRef100_A0A2W7ML98/12-153,Cluster: Stage V sporulation protein AC,A0A2W7ML98,Psychrobacillus insolitus,159,1461,1.0
UniRef100_A0A2X4ZK65/11-152,Cluster: Stage V sporulation protein AC,A0A2X4ZK65,Lederbergia lentus (Bacillus lentus),158,1467,1.0
UniRef100_UPI001C200A00/12-153,Cluster: stage V sporulation protein AC,UPI001C200A00,Alkalihalobacterium elongatum,159,2675466,1.0
UniRef100_A0A848M3V0/18-157,Cluster: Stage V sporulation protein AC,A0A848M3V0,Paenibacillus lemnae,163,1330551,1.0
UniRef100_A0A511W2A8/3-146,Cluster: Stage V sporulation protein AC,A0A511W2A8,Alkalibacillus haloalkaliphilus,148,94136,1.0
UniRef100_UPI001BCA50E7/11-153,Cluster: stage V sporulation protein AC,UPI001BCA50E7,unclassified Bacillus (in: Bacteria),159,185979,1.0
UniRef100_A0A1I1ACI7/20-160,Cluster: Stage V sporulation protein AC,A0A1I1ACI7,Cohnella sp. OV330,164,1855288,2.0
UniRef100_A0A0D7KQQ9/21-161,Cluster: Stage V sporulation protein AC,A0A0D7KQQ9,Paenibacillus sp. E194,165,1458845,1.0
UniRef100_UPI000B8CC8B1/20-160,Cluster: stage V sporulation protein AC,UPI000B8CC8B1,Paenibacillus physcomitrellae,167,1619311,1.0
UniRef100_UPI000C0BBA74/12-153,Cluster: stage V sporulation protein AC,UPI000C0BBA74,Fredinandcohnia onubensis,159,1571209,1.0
UniRef100_A0A3D8PS56/15-153,Cluster: Stage V sporulation protein AC,A0A3D8PS56,Oceanobacillus arenosus,159,1229153,1.0
UniRef100_UPI00195626C5/5-145,Cluster: stage V sporulation protein AC,UPI00195626C5,Gracilibacillus alcaliphilus,151,1401441,1.0
UniRef100_UPI00166B501D/13-153,Cluster: stage V sporulation protein AC,UPI00166B501D,Lentibacillus kapialis,159,340214,1.0
UniRef100_UPI001C60DD9D/12-153,Cluster: stage V sporulation protein AC,UPI001C60DD9D,Cohnella sp. CFH 77786,156,2662265,1.0
UniRef100_A0A268IEY7/6-148,Cluster: Stage V sporulation protein AC,A0A268IEY7,Bacillus sp. 7504-2,154,2022547,1.0
UniRef100_A0A4R3L9L7/12-153,Cluster: Stage V sporulation protein AC,A0A4R3L9L7,Hazenella coriacea,163,1179467,1.0
UniRef100_A0A4Y9AF82/12-153,Cluster: Stage V sporulation protein AC,A0A4Y9AF82,Lentibacillus salicampi,159,175306,1.0
UniRef100_UPI000C9B469C/12-153,Cluster: stage V sporulation protein AC,UPI000C9B469C,Paenibacillus castaneae,160,474957,1.0
UniRef100_A0A1M5NMR4/14-153,Cluster: Stage V sporulation protein AC,A0A1M5NMR4,Virgibacillus chiguensis,159,411959,2.0
UniRef100_UPI001932F800/10-151,Cluster: stage V sporulation protein AC,UPI001932F800,Alkalihalobacillus gibsonii,155,79881,1.0
UniRef100_UPI0009B962D2/12-153,Cluster: stage V sporulation protein AC,UPI0009B962D2,Oceanobacillus timonensis,159,1926285,1.0
UniRef100_UPI0013EEB2CC/12-154,Cluster: stage V sporulation protein AC,UPI0013EEB2CC,Clostridium,159,1485,1.0
UniRef100_UPI001921631C/11-152,Cluster: stage V sporulation protein AC,UPI001921631C,Bacillus sp. YIM B00319,158,2803787,1.0
UniRef100_UPI0002A712B8/12-153,Cluster: stage V sporulation protein AC,UPI0002A712B8,Anoxybacillus flavithermus,160,33934,1.0
UniRef100_A0A559J706/12-153,Cluster: Stage V sporulation protein AC,A0A559J706,Cohnella terricola,161,1289167,1.0
UniRef100_A0A248TDB2/10-151,Cluster: Stage V sporulation protein AC,A0A248TDB2,Cytobacillus kochii,157,859143,1.0
UniRef100_A0A1I3UDI8/16-159,Cluster: Stage V sporulation protein AC,A0A1I3UDI8,Brevibacillus centrosporus,161,54910,1.0
UniRef100_UPI0012EB074B/9-151,Cluster: stage V sporulation protein AC,UPI0012EB074B,Oceanobacillus sp. AG,157,2681969,1.0
UniRef100_UPI0016602FEF/3-145,Cluster: stage V sporulation protein AC,UPI0016602FEF,Alkalibacillus aidingensis,148,2747607,1.0
UniRef100_UPI001868487A/12-153,Cluster: stage V sporulation protein AC,UPI001868487A,Anoxybacillus flavithermus,160,33934,1.0
UniRef100_UPI00054D1997/7-149,Cluster: stage V sporulation protein AC,UPI00054D1997,Alkalihalobacillus ligniniphilus,155,1134413,1.0
UniRef100_UPI00106E3E22/14-155,Cluster: stage V sporulation protein AC,UPI00106E3E22,Brevibacillus migulae,158,1644114,1.0
UniRef100_UPI000BF934AC/6-150,Cluster: stage V sporulation protein AC,UPI000BF934AC,Bacillus cereus,152,1396,1.0
UniRef100_UPI00069FA173/7-149,Cluster: stage V sporulation protein AC,UPI00069FA173,Virgibacillus senegalensis,155,1499679,1.0
UniRef100_A0A7Y0KD23/12-153,Cluster: Stage V sporulation protein AC,A0A7Y0KD23,Niallia alba,159,2729105,2.0
UniRef100_K6E6B0/12-154,Cluster: Stage V sporulation protein AC,K6E6B0,Neobacillus bataviensis LMG 21833,160,1117379,1.0
UniRef100_UPI001B333158/5-145,Cluster: stage V sporulation protein AC,UPI001B333158,Paenibacillus sp. DLE-14,155,1172615,1.0
UniRef100_A0A1U9KBS5/12-154,Cluster: Stage V sporulation protein AC,A0A1U9KBS5,Novibacillus thermophilus,160,1471761,1.0
UniRef100_A0A0D1WIL1/13-154,Cluster: Stage V sporulation protein AC,A0A0D1WIL1,Aneurinibacillus migulanus (Bacillus migulanus),161,47500,1.0
UniRef100_UPI00096F5573/3-143,Cluster: stage V sporulation protein AC,UPI00096F5573,Paenibacillus amylolyticus,150,1451,1.0
UniRef100_UPI0018670552/12-153,Cluster: stage V sporulation protein AC,UPI0018670552,Anoxybacillus flavithermus,160,33934,1.0
UniRef100_UPI0004060603/12-153,Cluster: stage V sporulation protein AC,UPI0004060603,Paucisalibacillus globulus,159,351095,1.0
UniRef100_UPI000760F53C/12-153,Cluster: stage V sporulation protein AC,UPI000760F53C,Virgibacillus halodenitrificans (Bacillus halodenitrificans),159,1482,1.0
UniRef100_A0A329QPD7/20-160,Cluster: Stage V sporulation protein AC,A0A329QPD7,Paenibacillus taichungensis,167,484184,1.0
UniRef100_A0A6L8K330/12-153,Cluster: Stage V sporulation protein AC,A0A6L8K330,Virgibacillus halodenitrificans (Bacillus halodenitrificans),159,1482,1.0
UniRef100_UPI00045CC3CB/12-153,Cluster: stage V sporulation protein AC,UPI00045CC3CB,Virgibacillus halodenitrificans (Bacillus halodenitrificans),159,1482,1.0
UniRef100_UPI001B8320DE/12-153,Cluster: stage V sporulation protein AC,UPI001B8320DE,Paenibacillus cisolokensis,159,1658519,1.0
UniRef100_UPI001ADD1EF6/12-153,Cluster: stage V sporulation protein AC,UPI001ADD1EF6,Alkalihalobacillus sp. BA299,159,2815938,1.0
UniRef100_UPI0013DB6AC6/12-153,Cluster: stage V sporulation protein AC,UPI0013DB6AC6,Oceanobacillus halotolerans,159,2663380,1.0
UniRef100_UPI001B7D73E9/31-170,Cluster: stage V sporulation protein AC,UPI001B7D73E9,Paenibacillus lemnae,176,1330551,1.0
UniRef100_UPI000374060A/10-152,Cluster: stage V sporulation protein AC,UPI000374060A,Paenibacillus fonticola,162,379896,1.0
UniRef100_A0A2A2IC00/13-153,Cluster: Stage V sporulation protein AC,A0A2A2IC00,Virgibacillus profundi,159,2024555,1.0
UniRef100_A0A264YZ08/7-150,Cluster: Stage V sporulation protein AC,A0A264YZ08,Priestia aryabhattai,152,412384,2.0
UniRef100_UPI0003A78297/21-162,Cluster: stage V sporulation protein AC,UPI0003A78297,Paenibacillus phocaensis,168,1776378,1.0
UniRef100_UPI0007170B48/12-153,Cluster: stage V sporulation protein AC,UPI0007170B48,Fredinandcohnia humi,159,263474,1.0
UniRef100_A0A1G9WQ24/11-153,Cluster: Stage V sporulation protein AC,A0A1G9WQ24,Paenibacillus sp. yr247,157,1761880,1.0
UniRef100_A0A6M0Q4L6/6-149,Cluster: Stage V sporulation protein AC,A0A6M0Q4L6,Bacillus mesophilus,153,1808955,1.0
UniRef100_A0A4U1D758/9-151,Cluster: Stage V sporulation protein AC,A0A4U1D758,Robertmurraya kyonggiensis,157,1037680,1.0
UniRef100_A0A316DBT4/6-148,Cluster: Stage V sporulation protein AC,A0A316DBT4,Tumebacillus permanentifrigoris,152,378543,1.0
UniRef100_A0A7C6Y3E3/12-153,Cluster: Stage V sporulation protein AC,A0A7C6Y3E3,Firmicutes bacterium,159,1879010,1.0
UniRef100_UPI0009F957A7/45-185,Cluster: stage V sporulation protein AC,UPI0009F957A7,Paenibacillus pabuli,192,1472,1.0
UniRef100_UPI0012B9F497/3-143,Cluster: stage V sporulation protein AC,UPI0012B9F497,Paenibacillus xylanexedens,150,528191,1.0
UniRef100_A0A101WHF3/11-155,Cluster: Stage V sporulation protein AC,A0A101WHF3,Clostridia bacterium BRH_c25,159,1734399,1.0
UniRef100_A0A3S0CAM9/11-153,Cluster: Stage V sporulation protein AC,A0A3S0CAM9,Paenibacillus whitsoniae,157,2496558,1.0
UniRef100_UPI000B449E3B/12-153,Cluster: stage V sporulation protein AC,UPI000B449E3B,Bacillaceae,159,186817,1.0
UniRef100_A0A1H9Q868/12-153,Cluster: Stage V sporulation protein AC,A0A1H9Q868,Psychrobacillus sp. OK032,159,1884358,1.0
UniRef100_A0A6I2M5T2/11-152,Cluster: Stage V sporulation protein AC,A0A6I2M5T2,Metabacillus idriensis,158,324768,2.0
UniRef100_A0A2G7LRK4/45-185,Cluster: Stage V sporulation protein AC,A0A2G7LRK4,Paenibacillus sp. LK1,192,2053014,1.0
UniRef100_A0A0D5NQL9/12-153,Cluster: Stage V sporulation protein AC,A0A0D5NQL9,Paenibacillus beijingensis,161,1126833,1.0
UniRef100_A0A1B1N1C0/20-160,Cluster: Stage V sporulation protein AC,A0A1B1N1C0,Paenibacillus yonginensis,167,1462996,1.0
UniRef100_A0A3E0WX16/14-153,Cluster: Stage V sporulation protein AC,A0A3E0WX16,Virgibacillus dokdonensis,159,302167,1.0
UniRef100_UPI0015E6B026/7-148,Cluster: stage V sporulation protein AC,UPI0015E6B026,Thalassobacillus sp. CUG 92003,151,2736641,1.0
UniRef100_D3FZW3/11-153,Cluster: SpoVA family protein,D3FZW3,Alkalihalobacillus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4) (Bacillus pseudofirmus),159,398511,1.0
UniRef100_A0A7C9L4U6/11-154,Cluster: Stage V sporulation protein AC,A0A7C9L4U6,Firmicutes bacterium,159,1879010,1.0
UniRef100_UPI0003103BFC/3-146,Cluster: stage V sporulation protein AC,UPI0003103BFC,Alkalibacillus haloalkaliphilus,148,94136,1.0
UniRef100_A0A1Y4X451/16-159,Cluster: Stage V sporulation protein AC,A0A1Y4X451,Brevibacillus brevis (Bacillus brevis),161,1393,3.0
UniRef100_A0A0K9M9T5/16-159,Cluster: Stage V sporulation protein AC,A0A0K9M9T5,Bacillus sp. FJAT-27238,161,1679167,1.0
UniRef100_A0A553KTN1/14-157,Cluster: Stage V sporulation protein AC,A0A553KTN1,Brevibacillus sp. LEMMJ03,159,2595056,1.0
UniRef100_A0A1Z2V744/12-153,Cluster: Stage V sporulation protein AC,A0A1Z2V744,Anoxybacillus flavithermus,160,33934,1.0
UniRef100_UPI001645AFDF/10-152,Cluster: stage V sporulation protein AC,UPI001645AFDF,Aquibacillus kalidii,158,2762597,1.0
UniRef100_UPI000C244BFD/12-153,Cluster: stage V sporulation protein AC,UPI000C244BFD,Bacillus sp. FJAT-45037,159,2011007,1.0
UniRef100_UPI00064DC8FD/12-153,Cluster: stage V sporulation protein AC,UPI00064DC8FD,Ornithinibacillus contaminans,159,694055,1.0
UniRef100_A0A562QEQ0/12-153,Cluster: Stage V sporulation protein AC,A0A562QEQ0,Alkalihalobacillus nanhaiisediminis,159,688079,1.0
UniRef100_A0A0C2URK2/7-148,Cluster: Stage V sporulation protein AC,A0A0C2URK2,Paenibacillus sp. VKM B-2647,152,1590651,1.0
UniRef100_UPI001C0E626D/13-153,Cluster: stage V sporulation protein AC,UPI001C0E626D,Clostridium tagluense,159,360422,1.0
UniRef100_UPI0012AD738D/6-150,Cluster: stage V sporulation protein AC,UPI0012AD738D,Bacillus anthracis,152,1392,1.0
UniRef100_A0A1H4CGC4/7-148,Cluster: Stage V sporulation protein AC,A0A1H4CGC4,Thalassobacillus cyri,151,571932,1.0
UniRef100_UPI00143D811D/24-164,Cluster: stage V sporulation protein AC,UPI00143D811D,Paenibacillus dendritiformis,170,130049,1.0
UniRef100_UPI0003A25CE0/4-146,Cluster: stage V sporulation protein AC,UPI0003A25CE0,Salsuginibacillus kocurii,153,427078,1.0
UniRef100_A0A3M8DLT0/16-159,Cluster: Stage V sporulation protein AC,A0A3M8DLT0,Brevibacillus nitrificans,161,651560,1.0
UniRef100_UPI001BC9C8F9/10-152,Cluster: stage V sporulation protein AC,UPI001BC9C8F9,Bacillus sp. FJAT-49705,158,2833586,1.0
UniRef100_UPI001BCD9836/11-153,Cluster: stage V sporulation protein AC,UPI001BCD9836,Paenibacillus woosongensis,163,307580,1.0
UniRef100_UPI000791493D/12-153,Cluster: stage V sporulation protein AC,UPI000791493D,Anoxybacillus,160,150247,1.0
UniRef100_A0A0Q3TUJ9/12-153,Cluster: Stage V sporulation protein AC,A0A0Q3TUJ9,Psychrobacillus sp. FJAT-21963,159,1712028,1.0
UniRef100_A0A0U4DPP8/13-153,Cluster: Stage V sporulation protein AC,A0A0U4DPP8,Lentibacillus amyloliquefaciens,159,1472767,1.0
UniRef100_A0A498D954/12-153,Cluster: Stage V sporulation protein AC,A0A498D954,Oceanobacillus piezotolerans,159,2448030,1.0
UniRef100_UPI001BCA5433/11-152,Cluster: stage V sporulation protein AC,UPI001BCA5433,Bacillus sp. FJAT-50079,158,2833577,1.0
UniRef100_A0A0Q3WPG2/16-159,Cluster: Stage V sporulation protein AC,A0A0Q3WPG2,Brevibacillus choshinensis,161,54911,1.0
UniRef100_A0A371SBC3/12-153,Cluster: Stage V sporulation protein AC,A0A371SBC3,Bacillus sp. HNG,159,2293325,1.0
UniRef100_UPI00059E5701/12-153,Cluster: stage V sporulation protein AC,UPI00059E5701,Bacillus subtilis,159,1423,1.0
UniRef100_UPI000C28ECC0/6-150,Cluster: stage V sporulation protein AC,UPI000C28ECC0,Bacillus cereus,152,1396,1.0
UniRef100_A0A212LUQ6/11-154,Cluster: Stage V sporulation protein AC,A0A212LUQ6,uncultured Sporomusa sp.,159,307249,1.0
UniRef100_UPI0013E8FBD9/12-153,Cluster: stage V sporulation protein AC,UPI0013E8FBD9,Clostridium sp. FP1,159,2724076,1.0
UniRef100_UPI001551905D/16-159,Cluster: stage V sporulation protein AC,UPI001551905D,Brevibacillus,161,55080,1.0
UniRef100_A0A1I3W4G4/7-148,Cluster: Stage V sporulation protein AC,A0A1I3W4G4,Halobacillus dabanensis,152,240302,2.0
UniRef100_A0A0Q6KYW5/8-150,Cluster: Stage V sporulation protein AC,A0A0Q6KYW5,Bacillus sp. Leaf406,156,1736368,1.0
UniRef100_UPI001CD5C919/5-147,Cluster: stage V sporulation protein AC,UPI001CD5C919,Alkalihalobacillus algicola,150,225844,1.0
UniRef100_A0A317L003/12-153,Cluster: Stage V sporulation protein AC,A0A317L003,Gracilibacillus dipsosauri,159,178340,1.0
UniRef100_UPI0013DB2565/13-153,Cluster: stage V sporulation protein AC,UPI0013DB2565,Virgibacillus sp. YIM 98842,159,2663533,1.0
UniRef100_A0A0K2WAU1/34-175,Cluster: Stage V sporulation protein AC,A0A0K2WAU1,Aneurinibacillus migulanus (Bacillus migulanus),182,47500,2.0
UniRef100_UPI0014910F6A/11-153,Cluster: stage V sporulation protein AC,UPI0014910F6A,Paenibacillus,157,44249,1.0
UniRef100_A0A1Q9PNZ7/11-153,Cluster: Stage V sporulation protein AC,A0A1Q9PNZ7,Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus),159,79885,1.0
UniRef100_A0A3G2R5D6/6-148,Cluster: Stage V sporulation protein AC,A0A3G2R5D6,Biomaibacter acetigenes,149,2316383,2.0
UniRef100_UPI000BE259AD/11-154,Cluster: stage V sporulation protein AC,UPI000BE259AD,Clostridium peptidivorans,159,100174,1.0
UniRef100_A0A2I0QX35/4-146,Cluster: Stage V sporulation protein AC,A0A2I0QX35,Halalkalibacillus sediminis,149,2018042,1.0
UniRef100_UPI000F0BCF4F/11-154,Cluster: stage V sporulation protein AC,UPI000F0BCF4F,Clostridium sp. JN-1,159,2483110,1.0
UniRef100_A0A371RWT5/12-153,Cluster: Stage V sporulation protein AC,A0A371RWT5,Bacillus sp. HNG,159,2293325,2.0
UniRef100_A0A2N5GDH9/9-152,Cluster: Stage V sporulation protein AC,A0A2N5GDH9,Bacillus sp. V3-13,157,2053728,1.0
UniRef100_A0A3M8B5Q4/17-159,Cluster: Stage V sporulation protein AC,A0A3M8B5Q4,Brevibacillus gelatini,162,1655277,1.0
UniRef100_UPI0006D5B060/19-159,Cluster: stage V sporulation protein AC,UPI0006D5B060,Paenibacillus dakarensis,164,1527293,1.0
UniRef100_UPI0019D56D8A/3-145,Cluster: stage V sporulation protein AC,UPI0019D56D8A,Brevibacillus agri,149,51101,2.0
UniRef100_A0A5C8P2U4/13-154,Cluster: Stage V sporulation protein AC,A0A5C8P2U4,Cerasibacillus terrae,159,2498845,1.0
UniRef100_A0A0M5JN85/12-153,Cluster: Stage V sporulation protein AC,A0A0M5JN85,Bacillus sp. FJAT-22090,159,1581038,1.0
UniRef100_A0A3M8DWQ2/11-154,Cluster: Stage V sporulation protein AC,A0A3M8DWQ2,Brevibacillus fluminis,157,511487,1.0
UniRef100_UPI001CCAE5BD/7-150,Cluster: stage V sporulation protein AC,UPI001CCAE5BD,Bacillus sp. RAR_GA_16,152,2876774,1.0
UniRef100_UPI000B02DE7A/17-158,Cluster: stage V sporulation protein AC,UPI000B02DE7A,Paenibacillus sp. VKM B-2647,162,1590651,1.0
UniRef100_A0A2K9E3J4/11-154,Cluster: SpoVA protein,A0A2K9E3J4,Acetivibrio saccincola,159,1677857,2.0
UniRef100_UPI0016659CC4/13-153,Cluster: stage V sporulation protein AC,UPI0016659CC4,Ornithinibacillus halotolerans,159,1274357,1.0
UniRef100_UPI001664A90C/12-153,Cluster: stage V sporulation protein AC,UPI001664A90C,Paenibacillus nasutitermitis,160,1652958,1.0
UniRef100_UPI000B43D4A1/5-147,Cluster: stage V sporulation protein AC,UPI000B43D4A1,Bacillus sp. EAC,150,1978338,1.0
UniRef100_UPI0011A804F3/3-143,Cluster: stage V sporulation protein AC,UPI0011A804F3,Paenibacillus xylanexedens,150,528191,1.0
UniRef100_A0A513REZ3/12-154,Cluster: Stage V sporulation protein AC,A0A513REZ3,Bacillus sp. S3,160,486398,1.0
UniRef100_A0A0K0GAI0/12-153,Cluster: Stage V sporulation protein AC,A0A0K0GAI0,Bacilli bacterium VT-13-104,159,1637974,1.0
UniRef100_UPI0014917C75/12-154,Cluster: stage V sporulation protein AC,UPI0014917C75,Paenibacillus foliorum,160,2654974,1.0
UniRef100_A0A0F7F7H1/19-159,Cluster: Stage V sporulation protein AC,A0A0F7F7H1,Paenibacillus durus ATCC 35681,166,1333534,1.0
UniRef100_A0A4Y8M8E4/19-160,Cluster: Stage V sporulation protein AC,A0A4Y8M8E4,Cohnella luojiensis,170,652876,1.0
UniRef100_A0A370GWW5/8-150,Cluster: Stage V sporulation protein AC,A0A370GWW5,Falsibacillus pallidus,156,493781,1.0
UniRef100_U6ST62/11-153,Cluster: Stage V sporulation protein AC,U6ST62,Alkalihalophilus marmarensis DSM 21297,159,1188261,1.0
UniRef100_UPI0013CF711B/12-153,Cluster: stage V sporulation protein AC,UPI0013CF711B,Anoxybacillus sp. MB8,160,2496850,1.0
UniRef100_A0A2W4J624/24-164,Cluster: Stage V sporulation protein AC,A0A2W4J624,Paenibacillus dendritiformis,170,130049,1.0
UniRef100_UPI00135AF55D/24-164,Cluster: stage V sporulation protein AC,UPI00135AF55D,Paenibacillus sp. An7,171,2689577,1.0
UniRef100_UPI00030957E5/12-153,Cluster: stage V sporulation protein AC,UPI00030957E5,Calidifontibacillus oryziterrae,159,1191699,1.0
UniRef100_A0A328U9P1/5-145,Cluster: Stage V sporulation protein AC,A0A328U9P1,Paenibacillus montanisoli,153,2081970,1.0
UniRef100_UPI0016461803/11-154,Cluster: stage V sporulation protein AC,UPI0016461803,Clostridium sp. BSD9I1,159,2003589,1.0
UniRef100_A0A410PLX1/11-154,Cluster: Stage V sporulation protein AC,A0A410PLX1,Clostridium sp. JN-9,159,2507159,1.0
UniRef100_UPI001AFDB9FF/21-161,Cluster: stage V sporulation protein AC,UPI001AFDB9FF,Paenibacillus dendritiformis,167,130049,1.0
UniRef100_A0A1Q8V3I1/12-153,Cluster: Stage V sporulation protein AC,A0A1Q8V3I1,Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus),159,79885,1.0
UniRef100_A0A2P8HW63/3-145,Cluster: Stage V sporulation protein AC,A0A2P8HW63,Salsuginibacillus halophilus,151,517424,1.0
UniRef100_UPI000F4A219B/12-153,Cluster: stage V sporulation protein AC,UPI000F4A219B,Virgibacillus sp. LJ137,159,2293253,1.0
UniRef100_UPI001C6E5041/12-154,Cluster: stage V sporulation protein AC,UPI001C6E5041,Clostridium sp. CM028,159,2851575,1.0
UniRef100_A0A3T1D9P6/19-160,Cluster: Stage V sporulation protein AC,A0A3T1D9P6,Cohnella abietis,170,2507935,1.0
UniRef100_UPI000C083987/13-153,Cluster: stage V sporulation protein AC,UPI000C083987,Virgibacillus ndiopensis,159,2004408,1.0
UniRef100_UPI001C0C09E9/12-154,Cluster: stage V sporulation protein AC,UPI001C0C09E9,Clostridium sp. CF011,159,2843318,1.0
UniRef100_UPI001CD19B01/8-149,Cluster: stage V sporulation protein AC,UPI001CD19B01,Halobacillus litoralis,152,45668,1.0
UniRef100_UPI00177C84B8/27-167,Cluster: stage V sporulation protein AC,UPI00177C84B8,Paenibacillus sp. J45TS6,174,2807196,1.0
UniRef100_A0A553ZZN2/8-150,Cluster: Stage V sporulation protein AC,A0A553ZZN2,Bacillus sp. P16(2019),154,2597270,1.0
UniRef100_A0A7X0VH97/20-162,Cluster: Stage V sporulation protein AC,A0A7X0VH97,Cohnella nanjingensis,165,1387779,1.0
UniRef100_A0A0K8JIP0/12-154,Cluster: Putative membrane protein,A0A0K8JIP0,Propionispora sp. 2/2-37,159,1677858,1.0
UniRef100_J2HD79/16-158,Cluster: Stage V sporulation protein AC,J2HD79,Brevibacillus sp. CF112,161,1144311,3.0
UniRef100_A0A837KS81/16-158,Cluster: Stage V sporulation protein AC,A0A837KS81,Brevibacillus formosus,161,54913,1.0
UniRef100_UPI0011170DFE/15-157,Cluster: stage V sporulation protein AC,UPI0011170DFE,Brevibacillus sp. CHY01,161,1844116,1.0
UniRef100_R9LGR2/21-162,Cluster: Stage V sporulation protein AC,R9LGR2,Paenibacillus barengoltzii G22,168,1235795,1.0
UniRef100_UPI001907AC1C/9-152,Cluster: stage V sporulation protein AC,UPI001907AC1C,Clostridium sp. YIM B02505,157,2800325,1.0
UniRef100_A0A099SCM1/11-154,Cluster: Stage V sporulation protein AC,A0A099SCM1,Clostridium sp. HMP27,159,1487921,2.0
UniRef100_A0A0A2UE35/20-160,Cluster: Stage V sporulation protein AC,A0A0A2UE35,Paenibacillus sp. MAEPY2,167,1395587,1.0
UniRef100_UPI00040C938E/21-161,Cluster: stage V sporulation protein AC,UPI00040C938E,Paenibacillus taiwanensis,168,401638,1.0
UniRef100_UPI001AFF6436/11-153,Cluster: stage V sporulation protein AC,UPI001AFF6436,Paenibacillus sp. J31TS4,156,2807195,1.0
UniRef100_UPI0009CF357C/20-160,Cluster: stage V sporulation protein AC,UPI0009CF357C,unclassified Paenibacillus,167,185978,1.0
UniRef100_A0A1H4HQ61/20-160,Cluster: Stage V sporulation protein AC,A0A1H4HQ61,Paenibacillus sp. 276b,167,1566277,1.0
UniRef100_UPI00058C888D/10-152,Cluster: stage V sporulation protein AC,UPI00058C888D,Bacillaceae,158,186817,1.0
UniRef100_UPI00146B37B9/4-147,Cluster: stage V sporulation protein AC,UPI00146B37B9,Halalkalibacillus halophilus,149,392827,1.0
UniRef100_A0A1U7MIQ1/12-154,Cluster: SpoVA protein,A0A1U7MIQ1,Sporomusa sphaeroides DSM 2875,159,1337886,1.0
UniRef100_A0A0D0GFN5/12-153,Cluster: Stage V sporulation protein AC,A0A0D0GFN5,Caldibacillus thermoamylovorans,159,35841,1.0
UniRef100_A0A0N0C4F8/20-160,Cluster: Stage V sporulation protein AC,A0A0N0C4F8,Paenibacillus xylanivorans,167,1705561,1.0
UniRef100_A0A7Z2ZRI7/29-170,Cluster: Stage V sporulation protein AC,A0A7Z2ZRI7,Cohnella sp. MFER-1,180,2728023,1.0
UniRef100_A0A4S3PK06/12-153,Cluster: Stage V sporulation protein AC,A0A4S3PK06,Bacillus timonensis,159,1033734,1.0
UniRef100_A0A443ILC6/11-152,Cluster: Stage V sporulation protein AC,A0A443ILC6,Siminovitchia fortis,158,254758,1.0
UniRef100_S9SWY5/21-161,Cluster: Stage V sporulation protein AC,S9SWY5,Paenibacillus alvei TS-15,165,1117108,6.0
UniRef100_UPI00046E803C/16-158,Cluster: stage V sporulation protein AC,UPI00046E803C,Brevibacillus agri,161,51101,1.0
UniRef100_A0A1I6TDG4/19-159,Cluster: Stage V sporulation protein AC,A0A1I6TDG4,Paenibacillus sp. BC26,169,1881032,2.0
UniRef100_L0EFF7/17-158,Cluster: Stage V sporulation protein AC,L0EFF7,Thermobacillus composti (strain DSM 18247 / JCM 13945 / KWC4),163,717605,3.0
UniRef100_K4ZEP6/21-161,Cluster: Stage V sporulation protein AC,K4ZEP6,Paenibacillus alvei (strain ATCC 6344 / DSM 29 / NBRC 3343 / NCIMB 9371 / NCTC 6352) (Bacillus alvei),165,1206781,2.0
UniRef100_A0A328WK57/17-157,Cluster: Stage V sporulation protein AC,A0A328WK57,Paenibacillus lautus (Bacillus lautus),162,1401,1.0
UniRef100_UPI00128BDEF3/12-153,Cluster: stage V sporulation protein AC,UPI00128BDEF3,Oceanobacillus sp. CFH 90083,159,2592336,1.0
UniRef100_A0A0D0G8F2/12-153,Cluster: Stage V sporulation protein AC,A0A0D0G8F2,Anoxybacillus ayderensis,160,265546,1.0
UniRef100_UPI0018D127B9/8-149,Cluster: stage V sporulation protein AC,UPI0018D127B9,Halobacillus sp. KCTC 3957,152,2755037,1.0
UniRef100_UPI000BBAB9B4/12-154,Cluster: stage V sporulation protein AC,UPI000BBAB9B4,Alteribacter populi,158,2011011,1.0
UniRef100_UPI00040FA1D6/9-151,Cluster: stage V sporulation protein AC,UPI00040FA1D6,Bacillaceae,157,186817,1.0
UniRef100_A0A1I4MDW9/6-145,Cluster: Stage V sporulation protein AC,A0A1I4MDW9,Gracilibacillus orientalis,151,334253,1.0
UniRef100_A0A6I6DJF1/11-154,Cluster: Stage V sporulation protein AC (SpoVAC),A0A6I6DJF1,Candidatus Syntrophocurvum alkaliphilum,159,2293317,1.0
